reaction	linear_coefficient
ACALDtex	[0.2509936600130159, 0.0002732631088078574, 0.254565380701542, 0.0002512758866809333, 0.24849435899182193, 7.590357260874598e-05, 0.2502007020591691, 8.321510800026593e-05, 0.2535265991773151, 9.176890413550535e-05, 0.2521995309735522, 3.57628232550058e-05, 0.25178800313260885, 0.00012913011732969864, 0.2534334315328033, 5.756946315394975e-05, 0.2532317416826812, 4.669795579281324e-05, 0.24870453863263156, 2.7565717649617678e-05, 0.2501259221728128, 4.7661254406609274e-05, 0.2505511181841171, 0.00011545751739243391, 0.2542694803264102, 0.00010139673881432714, 0.2501264261162216, 2.8618572767339935e-05, 0.24735518002717571, 7.94868438388234e-05, 0.24904655172351026, 2.5545336745053927e-05, 0.25084493757306464, 3.1063270486679384e-05]
AGMT	[0.31355615467400616, 0.01945254385495273, 0.3203831664927975, 0.05384958878398062, 0.30784676262551874, 0.05392140386656313, 0.3215878993992403, 0.07294632678044874, 0.319976001522113, 0.10472936472725689, 0.31631623746285364, 0.03650778143624344, 0.31855540436587504, 0.05229242375775262, 0.3145941000859866, 0.017270397575271483, 0.31768916123583163, 0.008349066213384592, 0.3104489020311264, 0.010043927117312425, 0.3092709309149188, 0.010234242342888056, 0.3087853636506122, 0.006302495711101715, 0.321173135951435, 0.00790431894208782, 0.3147965218279047, 0.005936698891405024, 0.3180328178458106, 0.029626018455879668, 0.32059870091167403, 0.028844734008400038, 0.3231350682773744, 0.05044869560847575]
AGMt2pp	[0.19837907549609549, 0.011971009644342428, 0.1915003508919025, 0.023954553250189803, 0.20147075278312923, 0.024390952789119565, 0.19924178553021438, 0.023752780193535845, 0.19935923956325335, 0.030170817214853617, 0.1967931037361588, 0.03989486419666058, 0.19785886157983085, 0.043274120680582624, 0.2010306225415087, 0.016457338598424277, 0.19439388905965732, 0.011303995130871559, 0.1978923336899583, 0.0068188976376935655, 0.1973762383549695, 0.007673929922616781, 0.19188042515473877, 0.00940559227890354, 0.20202972231277422, 0.009779786123072629, 0.19416411974670983, 0.010161817799936022, 0.196983643013442, 0.006681571702959539, 0.19636367337367294, 0.006605879872474002, 0.19333322307642967, 0.00797510030975628]
ADCPS1	[0.3086488605736942, 0.1731738510887874, 0.31165521058303036, 0.7685935713865187, 0.30160603671476527, 0.9301324093044414, 0.3068019946425571, 0.9656932963069277, 0.3040673158920475, 0.7886229673953123, 0.3020192118974595, 0.5586498336401555, 0.30671674825528217, 0.4912069842145533, 0.3033815035689369, 0.05221345496659114, 0.3110479639054991, 0.21635463653799583, 0.30362729182863135, 0.07709553209171617, 0.3055695797615362, 0.06852007349048718, 0.2954491206668597, 0.16787139019787975, 0.3115835441219818, 0.20043141730533245, 0.3119379341008622, 0.36191846789549786, 0.3049617801878553, 0.12004477598965073, 0.3168514727028711, 0.1412909620710275, 0.30676625151530834, 0.13026699913059345]
ACALDtpp	[0.25409129675257863, 0.012868076096453974, 0.2549234971695438, 0.022245911143673386, 0.24849435899182193, 0.009613980849810091, 0.25229709083360713, 0.009355297187208981, 0.2543165171943884, 0.010714586721140769, 0.2521995309735522, 0.006001898796669502, 0.2521434310625493, 0.01405839031573089, 0.2534334315328033, 0.005638110622423403, 0.2532317416826812, 0.003412281647311201, 0.24870453863263156, 0.0032355315492281654, 0.2501259221728128, 0.003883574168763218, 0.2505511181841171, 0.004618256371938015, 0.2542694803264102, 0.0057621711268086885, 0.2521934506056733, 0.006149283490576396, 0.24869948766013467, 0.0035911966226036046, 0.2566075730382721, 0.00352812437146197, 0.25392656231846367, 0.0033191697273120538]
ADCS	[0.21714225882081778, 0.02426082003827062, 0.21390210439363821, 0.046608780642445974, 0.20742780933430302, 0.04529954583520133, 0.21344785088467474, 0.04569670778099647, 0.21237543689694324, 0.04491210718016306, 0.21766676106163418, 0.0721717705018121, 0.20276757265007667, 0.05286388058640499, 0.2096556967853931, 0.04954329537217247, 0.20883127456038034, 0.018195853512442368, 0.20727204771838895, 0.022039671689651357, 0.20734141453715327, 0.017404939406067754, 0.20152792007915551, 0.01347447212850871, 0.21336287629303705, 0.013914769647317311, 0.2070277645184012, 0.013235436796288762, 0.20977052767883306, 0.0071339834790565704, 0.2174058010077195, 0.007576251833708157, 0.2102763842862875, 0.009818467870042912]
AGMtex	[0.2509936600130159, 0.0002732631088078574, 0.254565380701542, 0.0002512758866809333, 0.24849435899182193, 7.590357260874598e-05, 0.2502007020591691, 8.321510800026593e-05, 0.2535265991773151, 9.176890413550535e-05, 0.2521995309735522, 3.57628232550058e-05, 0.25178800313260885, 0.00012913011732969864, 0.2534334315328033, 5.756946315394975e-05, 0.2532317416826812, 4.669795579281324e-05, 0.24870453863263156, 2.7565717649617678e-05, 0.2501259221728128, 4.7661254406609274e-05, 0.2505511181841171, 0.00011545751739243391, 0.2542694803264102, 0.00010139673881432714, 0.2501264261162216, 2.8618572767339935e-05, 0.24735518002717571, 7.94868438388234e-05, 0.24904655172351026, 2.5545336745053927e-05, 0.25084493757306464, 3.1063270486679384e-05]
AGPAT120	[0.4604863133245238, 0.019614015816332805, 0.46032139291273094, 0.032834912523586834, 0.4630139023156176, 0.0190111013199592, 0.4398751374527061, 0.02017965641405563, 0.45939393740741347, 0.02182790238601215, 0.45985837413941044, 0.014746328145458837, 0.4378082086018468, 0.030666354398440007, 0.456620322635283, 0.01074744714738368, 0.4577318005928446, 0.007257876767120555, 0.46706170293007493, 0.006735875063912934, 0.4604568895646212, 0.007489597186701029, 0.4483902902039369, 0.009875078415396444, 0.47257244938007475, 0.01282233950226577, 0.4540097441348761, 0.012190229183696187, 0.4402186046484362, 0.006681571702959539, 0.45838139966611596, 0.006605879872474002, 0.44776781344819305, 0.00797510030975628]
AGPAT140	[0.4604863133245238, 0.019614015816332805, 0.46032139291273094, 0.032834912523586834, 0.4630139023156176, 0.0190111013199592, 0.4398751374527061, 0.02017965641405563, 0.45939393740741347, 0.02182790238601215, 0.45985837413941044, 0.014746328145458837, 0.4378082086018468, 0.030666354398440007, 0.456620322635283, 0.01074744714738368, 0.4577318005928446, 0.007257876767120555, 0.46706170293007493, 0.006735875063912934, 0.4604568895646212, 0.007489597186701029, 0.4483902902039369, 0.009875078415396444, 0.47257244938007475, 0.01282233950226577, 0.4540097441348761, 0.012190229183696187, 0.4402186046484362, 0.006681571702959539, 0.45838139966611596, 0.006605879872474002, 0.44776781344819305, 0.00797510030975628]
ACANTHAT	[0.33722663209904047, 0.04092831471850317, 0.35064008031332367, 0.07173384047190641, 0.3362136985834893, 0.9301324093044414, 0.3314451692370291, 0.9656932963069277, 0.3431159078931172, 0.7886229673953123, 0.3406211809240236, 0.5586498336401555, 0.34743017536732096, 0.09068717943283283, 0.34133183024202823, 0.4328821243425195, 0.34974015704743666, 0.05259265447642208, 0.3374511090826693, 0.05155978279939012, 0.33461095034961463, 0.05201926995628333, 0.32070285738077403, 0.02297800967933477, 0.3307627277808882, 0.055300718282989, 0.3393803762804705, 0.038710157930324715, 0.34616396410967093, 0.07893757147760547, 0.3453880567545234, 0.031596195642895494, 0.332611751665939, 0.07852258699423625]
ACBIPGT	[0.5612301745603404, 0.5422449308165199, 0.5630203407843245, 0.7685935713865187, 0.5501003957065872, 0.3257800990679769, 0.5480151859672716, 0.2951414714952642, 0.5568707929952689, 0.22692017287901262, 0.5565062669614746, 0.5586498336401555, 0.562835967038108, 0.4912069842145533, 0.5342459908302426, 0.1745695916755404, 0.5567722651278043, 0.04276372173275697, 0.5315827660953406, 0.04263549487430725, 0.5302131228399076, 0.09047862485295613, 0.5516752358653396, 0.16787139019787975, 0.5644000559893839, 0.20043141730533245, 0.5492007154453924, 0.1291737625693752, 0.5771803470644025, 0.09722643169710171, 0.5555210847712352, 0.1412909620710275, 0.5517241584985071, 0.13026699913059345]
ACCOAC	[0.2105029785674545, 0.008221271874516163, 0.217684218621204, 0.010949161599549789, 0.21820724499833186, 0.0029655181171795966, 0.22562447833135504, 0.00296786286597631, 0.20977219743020525, 0.0034149498789740507, 0.21566517748247901, 0.0029468829735481645, 0.21662746273077074, 0.006200858921760987, 0.21741826360488903, 0.0023489174888142545, 0.21489497647068395, 0.0009751348362116788, 0.20698781395995167, 0.0009490027118264347, 0.2056330986202075, 0.0012048131311840188, 0.21117541500357223, 0.0029466011889708573, 0.21743118797825964, 0.0037849628477484563, 0.2156035276995288, 0.003474260617669978, 0.21090713964909005, 0.0016799563447802944, 0.21798229765522764, 0.0016068451266849709, 0.2180300343314767, 0.00117517048792007]
ACGAL1Ptex	[0.2509936600130159, 0.0002732631088078574, 0.254565380701542, 0.0002512758866809333, 0.24849435899182193, 7.590357260874598e-05, 0.2502007020591691, 8.321510800026593e-05, 0.2535265991773151, 9.176890413550535e-05, 0.2521995309735522, 3.57628232550058e-05, 0.25178800313260885, 0.00012913011732969864, 0.2534334315328033, 5.756946315394975e-05, 0.2532317416826812, 4.669795579281324e-05, 0.24870453863263156, 2.7565717649617678e-05, 0.2501259221728128, 4.7661254406609274e-05, 0.2505511181841171, 0.00011545751739243391, 0.2542694803264102, 0.00010139673881432714, 0.2501264261162216, 2.8618572767339935e-05, 0.24735518002717571, 7.94868438388234e-05, 0.24904655172351026, 2.5545336745053927e-05, 0.25084493757306464, 3.1063270486679384e-05]
ADNCYC	[0.11813038373805247, 0.0036821156268317355, 0.11993111243181183, 0.004960523287002337, 0.11041288835804378, 0.00409317257359749, 0.12386266324124105, 0.003998094208110613, 0.11865881609437608, 0.003897805234292472, 0.11415629596818082, 0.0032678810129341024, 0.12336195239610023, 0.004218618047373126, 0.12139243702297606, 0.0019701059200558976, 0.12047447529595565, 0.0008858620592483264, 0.11859111508595346, 0.0009319390637861231, 0.11907842549495413, 0.0011136988101779237, 0.1186729636694588, 0.0014456682374556628, 0.1250223939853471, 0.0016813576924012699, 0.12212770902523797, 0.001640718449816903, 0.12026233502109572, 0.000817567438933191, 0.12055436422635445, 0.0008399147285641111, 0.1224016837741435, 0.0007809822869556245]
ADCYRS	[0.19029647344852282, 0.08095541981172039, 0.18800916852799565, 0.7685935713865187, 0.18955663968078162, 0.04529954583520133, 0.19489299001354285, 0.07052528312643315, 0.1886570328666639, 0.0504507421382273, 0.18764300737430656, 0.051594689287382506, 0.19410514134964288, 0.08784775331546643, 0.18780550870088594, 0.02308192139841798, 0.18804143943933924, 0.01353581455495537, 0.18851261966152758, 0.014975321400962424, 0.1902582553676954, 0.017341159381363484, 0.18251668008104016, 0.04302364502231969, 0.1877906314144952, 0.04801484119987664, 0.18473078024746944, 0.013155717571599496, 0.1867541352811292, 0.09722643169710171, 0.18858096863231325, 0.1412909620710275, 0.19333322307642967, 0.13026699913059345]
ADD	[0.17413126935337744, 0.5422449308165199, 0.16997139298114355, 0.7685935713865187, 0.16657942155482547, 0.9301324093044414, 0.1679304578101793, 0.9656932963069277, 0.16869886362167275, 0.7886229673953123, 0.16305212340182873, 0.5586498336401555, 0.16436412721815352, 0.4912069842145533, 0.1685428428895441, 0.4328821243425195, 0.16407537950813905, 0.48803847867056643, 0.1671950877787306, 0.5285996592383565, 0.16349463933554467, 0.06852007349048718, 0.16691043829154248, 0.16787139019787975, 0.16570551083757273, 0.20043141730533245, 0.1635772310673547, 0.36191846789549786, 0.16203282492803983, 0.09722643169710171, 0.16552110273198822, 0.1412909620710275, 0.16461600068684015, 0.13026699913059345]
AGPAT141	[0.4604863133245238, 0.019614015816332805, 0.46032139291273094, 0.032834912523586834, 0.4630139023156176, 0.0190111013199592, 0.4398751374527061, 0.02017965641405563, 0.45939393740741347, 0.02182790238601215, 0.45985837413941044, 0.014746328145458837, 0.4378082086018468, 0.030666354398440007, 0.456620322635283, 0.01074744714738368, 0.4577318005928446, 0.007257876767120555, 0.46706170293007493, 0.006735875063912934, 0.4604568895646212, 0.007489597186701029, 0.4483902902039369, 0.009875078415396444, 0.47257244938007475, 0.01282233950226577, 0.4540097441348761, 0.012190229183696187, 0.4402186046484362, 0.006681571702959539, 0.45838139966611596, 0.006605879872474002, 0.44776781344819305, 0.00797510030975628]
ALAtex	[0.2509936600130159, 0.0002732631088078574, 0.254565380701542, 0.0002512758866809333, 0.24849435899182193, 7.590357260874598e-05, 0.2502007020591691, 8.321510800026593e-05, 0.2535265991773151, 9.176890413550535e-05, 0.2521995309735522, 3.57628232550058e-05, 0.25178800313260885, 0.00012913011732969864, 0.2534334315328033, 5.756946315394975e-05, 0.2532317416826812, 4.669795579281324e-05, 0.24870453863263156, 2.7565717649617678e-05, 0.2501259221728128, 4.7661254406609274e-05, 0.2505511181841171, 0.00011545751739243391, 0.2542694803264102, 0.00010139673881432714, 0.2501264261162216, 2.8618572767339935e-05, 0.24735518002717571, 7.94868438388234e-05, 0.24904655172351026, 2.5545336745053927e-05, 0.25084493757306464, 3.1063270486679384e-05]
AGPAT160	[0.4604863133245238, 0.019614015816332805, 0.46032139291273094, 0.032834912523586834, 0.4630139023156176, 0.0190111013199592, 0.4398751374527061, 0.02017965641405563, 0.45939393740741347, 0.02182790238601215, 0.45985837413941044, 0.014746328145458837, 0.4378082086018468, 0.030666354398440007, 0.456620322635283, 0.01074744714738368, 0.4577318005928446, 0.007257876767120555, 0.46706170293007493, 0.006735875063912934, 0.4604568895646212, 0.007489597186701029, 0.4483902902039369, 0.009875078415396444, 0.47257244938007475, 0.01282233950226577, 0.4540097441348761, 0.012190229183696187, 0.4402186046484362, 0.006681571702959539, 0.45838139966611596, 0.006605879872474002, 0.44776781344819305, 0.00797510030975628]
AGPAT161	[0.4604863133245238, 0.019614015816332805, 0.46032139291273094, 0.032834912523586834, 0.4630139023156176, 0.0190111013199592, 0.4398751374527061, 0.02017965641405563, 0.45939393740741347, 0.02182790238601215, 0.45985837413941044, 0.014746328145458837, 0.4378082086018468, 0.030666354398440007, 0.456620322635283, 0.01074744714738368, 0.4577318005928446, 0.007257876767120555, 0.46706170293007493, 0.006735875063912934, 0.4604568895646212, 0.007489597186701029, 0.4483902902039369, 0.009875078415396444, 0.47257244938007475, 0.01282233950226577, 0.4540097441348761, 0.012190229183696187, 0.4402186046484362, 0.006681571702959539, 0.45838139966611596, 0.006605879872474002, 0.44776781344819305, 0.00797510030975628]
AGPAT180	[0.4604863133245238, 0.019614015816332805, 0.46032139291273094, 0.032834912523586834, 0.4630139023156176, 0.0190111013199592, 0.4398751374527061, 0.02017965641405563, 0.45939393740741347, 0.02182790238601215, 0.45985837413941044, 0.014746328145458837, 0.4378082086018468, 0.030666354398440007, 0.456620322635283, 0.01074744714738368, 0.4577318005928446, 0.007257876767120555, 0.46706170293007493, 0.006735875063912934, 0.4604568895646212, 0.007489597186701029, 0.4483902902039369, 0.009875078415396444, 0.47257244938007475, 0.01282233950226577, 0.4540097441348761, 0.012190229183696187, 0.4402186046484362, 0.006681571702959539, 0.45838139966611596, 0.006605879872474002, 0.44776781344819305, 0.00797510030975628]
AGPAT181	[0.4604863133245238, 0.019614015816332805, 0.46032139291273094, 0.032834912523586834, 0.4630139023156176, 0.0190111013199592, 0.4398751374527061, 0.02017965641405563, 0.45939393740741347, 0.02182790238601215, 0.45985837413941044, 0.014746328145458837, 0.4378082086018468, 0.030666354398440007, 0.456620322635283, 0.01074744714738368, 0.4577318005928446, 0.007257876767120555, 0.46706170293007493, 0.006735875063912934, 0.4604568895646212, 0.007489597186701029, 0.4483902902039369, 0.009875078415396444, 0.47257244938007475, 0.01282233950226577, 0.4540097441348761, 0.012190229183696187, 0.4402186046484362, 0.006681571702959539, 0.45838139966611596, 0.006605879872474002, 0.44776781344819305, 0.00797510030975628]
AGPR	[0.2939269782727582, 0.5422449308165199, 0.29216277571788374, 0.7685935713865187, 0.29252861720821466, 0.006137046275854921, 0.2952052065980996, 0.006676695697659796, 0.30088557876603444, 0.007647035052059035, 0.29143941297906784, 0.004551873170477852, 0.30931547764541234, 0.007629500993391878, 0.29331891695107176, 0.003051104787000477, 0.2943005967246604, 0.0021088991036462552, 0.2874259675977056, 0.0017595259937412274, 0.30015991269120784, 0.0018243905140254665, 0.292044122458242, 0.16787139019787975, 0.30112217121712376, 0.20043141730533245, 0.2990742893291708, 0.36191846789549786, 0.29814210836631344, 0.0071339834790565704, 0.3035920498101843, 0.007576251833708157, 0.294130673663889, 0.008395544608024913]
AGt3	[0.08724329734197117, 0.5422449308165199, 0.08734674370201446, 0.7685935713865187, 0.08204595240007324, 0.04438332658936179, 0.08849245970564588, 0.026225335414658168, 0.08452745419714483, 0.02653520042186786, 0.08727788790523991, 0.5586498336401555, 0.08553600238420601, 0.4912069842145533, 0.08315460787508856, 0.4328821243425195, 0.08582475009422047, 0.48803847867056643, 0.08817810293316308, 0.5285996592383565, 0.08519682647552927, 0.5090669269870582, 0.08320423232969136, 0.16787139019787975, 0.08288630867411341, 0.20043141730533245, 0.08753879752802333, 0.36191846789549786, 0.08673228189851476, 0.09722643169710171, 0.08337033046208034, 0.11252711889202045, 0.0862179835632607, 0.13026699913059345]
ADEt2rpp	[0.21454427959124084, 0.5422449308165199, 0.20982905830241355, 0.7685935713865187, 0.20430744637892628, 0.01868852333500904, 0.20417042044910877, 0.02357248970866234, 0.20977219743020525, 0.027870153463042318, 0.2013681519170849, 0.05963070916994081, 0.2146062287606695, 0.033041471842526364, 0.21396823390733527, 0.027452113398971707, 0.21171875166052492, 0.007257876767120555, 0.2001662037574566, 0.0068188976376935655, 0.1973762383549695, 0.007489597186701029, 0.20294666933274622, 0.16787139019787975, 0.211909907834029, 0.20043141730533245, 0.20988635224544375, 0.36191846789549786, 0.2055082327903694, 0.008143988503922546, 0.2122173311801464, 0.007576251833708157, 0.20280990646499425, 0.00797510030975628]
ADEtex	[0.2509936600130159, 0.0002732631088078574, 0.254565380701542, 0.0002512758866809333, 0.24849435899182193, 7.590357260874598e-05, 0.2502007020591691, 8.321510800026593e-05, 0.2535265991773151, 9.176890413550535e-05, 0.2521995309735522, 3.57628232550058e-05, 0.25178800313260885, 0.00012913011732969864, 0.2534334315328033, 5.756946315394975e-05, 0.2532317416826812, 4.669795579281324e-05, 0.24870453863263156, 2.7565717649617678e-05, 0.2501259221728128, 4.7661254406609274e-05, 0.2505511181841171, 0.00011545751739243391, 0.2542694803264102, 0.00010139673881432714, 0.2501264261162216, 2.8618572767339935e-05, 0.24735518002717571, 7.94868438388234e-05, 0.24904655172351026, 2.5545336745053927e-05, 0.25084493757306464, 3.1063270486679384e-05]
ADK1	[0.5055179533038572, 0.03147323431324746, 0.49697880773375297, 0.0337604293537078, 0.4630139023156176, 0.005925611065276566, 0.48307317291831003, 0.006084312675932573, 0.48774032271189366, 0.008555939250305475, 0.47386945919349677, 0.003865601500066538, 0.4762116540337701, 0.006897321931681047, 0.48594557506449, 0.00330980537054277, 0.4886278055643918, 0.0016000442749551462, 0.4832630271610008, 0.0015376985692171787, 0.47725532941458815, 0.0017697219214218092, 0.48244027229011366, 0.006302495711101715, 0.49000807088817144, 0.00790431894208782, 0.4600127783616654, 0.007763766715571109, 0.4757377287189669, 0.0019363422357078115, 0.4704878292637866, 0.0019468245815220532, 0.47246462470324, 0.001723188230724299]
ADK3	[0.5055179533038572, 0.03147323431324746, 0.49697880773375297, 0.0337604293537078, 0.4630139023156176, 0.005925611065276566, 0.48307317291831003, 0.006084312675932573, 0.48774032271189366, 0.008555939250305475, 0.47386945919349677, 0.003865601500066538, 0.4762116540337701, 0.006897321931681047, 0.48594557506449, 0.00330980537054277, 0.4886278055643918, 0.0016000442749551462, 0.4832630271610008, 0.0015376985692171787, 0.47725532941458815, 0.0017697219214218092, 0.48244027229011366, 0.006302495711101715, 0.49000807088817144, 0.00790431894208782, 0.4600127783616654, 0.007763766715571109, 0.4757377287189669, 0.0019363422357078115, 0.4704878292637866, 0.0019468245815220532, 0.47246462470324, 0.001723188230724299]
ADK4	[0.5055179533038572, 0.03147323431324746, 0.49697880773375297, 0.0337604293537078, 0.4630139023156176, 0.005925611065276566, 0.48307317291831003, 0.006084312675932573, 0.48774032271189366, 0.008555939250305475, 0.47386945919349677, 0.003865601500066538, 0.4762116540337701, 0.006897321931681047, 0.48594557506449, 0.00330980537054277, 0.4886278055643918, 0.0016000442749551462, 0.4832630271610008, 0.0015376985692171787, 0.47725532941458815, 0.0017697219214218092, 0.48244027229011366, 0.006302495711101715, 0.49000807088817144, 0.00790431894208782, 0.4600127783616654, 0.007763766715571109, 0.4757377287189669, 0.0019363422357078115, 0.4704878292637866, 0.0019468245815220532, 0.47246462470324, 0.001723188230724299]
ADMDC	[0.3741756700308012, 0.03567150530912949, 0.40097129272631427, 0.07173384047190641, 0.36202761030524255, 0.008744747206321297, 0.3627564969570642, 0.007552392338473953, 0.3778257674496235, 0.01048736067157916, 0.37464810176966157, 0.009740630160676729, 0.39680603377979357, 0.016232945538906005, 0.37525712226797353, 0.008234355764401409, 0.3817911528590417, 0.007786647718515471, 0.3527997320382831, 0.0082181167769991, 0.37190918120293104, 0.009842450762561848, 0.35645533857125966, 0.009483839968319025, 0.39672749581985406, 0.009608247505254616, 0.3776854518228404, 0.010037810117086056, 0.3586666957824977, 0.006681571702959539, 0.371042157568635, 0.006605879872474002, 0.3558727018015065, 0.0027423089454128658]
ARGt3pp	[0.49252805715597264, 0.5422449308165199, 0.48388687386910234, 0.7685935713865187, 0.48826047531821143, 0.9301324093044414, 0.47582518039052407, 0.9656932963069277, 0.5007565200455836, 0.7886229673953123, 0.4956009380528958, 0.5586498336401555, 0.49815647999486906, 0.4912069842145533, 0.4960081616823552, 0.4328821243425195, 0.47505666319371215, 0.48803847867056643, 0.45967162521070537, 0.5285996592383565, 0.49206073402811834, 0.5090669269870582, 0.4864127702001675, 0.16787139019787975, 0.4897174771963697, 0.20043141730533245, 0.4960309837224013, 0.36191846789549786, 0.4490273474179278, 0.07893757147760547, 0.5013303999054713, 0.035391315138751295, 0.4922795081520568, 0.03369088989430433]
ARGtex	[0.2509936600130159, 0.0002732631088078574, 0.254565380701542, 0.0002512758866809333, 0.24849435899182193, 7.590357260874598e-05, 0.2502007020591691, 8.321510800026593e-05, 0.2535265991773151, 9.176890413550535e-05, 0.2521995309735522, 3.57628232550058e-05, 0.25178800313260885, 0.00012913011732969864, 0.2534334315328033, 5.756946315394975e-05, 0.2532317416826812, 4.669795579281324e-05, 0.24870453863263156, 2.7565717649617678e-05, 0.2501259221728128, 4.7661254406609274e-05, 0.2505511181841171, 0.00011545751739243391, 0.2542694803264102, 0.00010139673881432714, 0.2501264261162216, 2.8618572767339935e-05, 0.24735518002717571, 7.94868438388234e-05, 0.24904655172351026, 2.5545336745053927e-05, 0.25084493757306464, 3.1063270486679384e-05]
AHCi	[0.2509936600130159, 0.0089389250362054, 0.254565380701542, 0.01628449391436479, 0.24849435899182193, 0.020279712583429328, 0.2502007020591691, 0.024963302020543653, 0.2535265991773151, 0.030170817214853617, 0.28314713815113923, 0.027220976089870966, 0.25178800313260885, 0.04025611430426236, 0.2534334315328033, 0.011902360466768912, 0.2532317416826812, 0.007257876767120555, 0.24870453863263156, 0.006972470470056368, 0.2501259221728128, 0.007489597186701029, 0.2505511181841171, 0.013488698981129709, 0.2542694803264102, 0.028640005734747617, 0.2501264261162216, 0.01520184433862394, 0.24735518002717571, 0.021810133417301415, 0.24904655172351026, 0.017285432543939248, 0.25084493757306464, 0.014423739778871434]
AHCYSNS	[0.18538917934821084, 0.014819537788882755, 0.1955733969831272, 0.023954553250189803, 0.19210966391699894, 0.04529954583520133, 0.1905441944968713, 0.05509756877797197, 0.19270651648158962, 0.04530975276689588, 0.18735706686299872, 0.020812084200062073, 0.18630895317925247, 0.022737390900888558, 0.1924055482976243, 0.012733898056726282, 0.19121766424949826, 0.007257876767120555, 0.1851018145602801, 0.006972470470056368, 0.1902582553676954, 0.009304876268625886, 0.19188042515473877, 0.006553108328393622, 0.19505547370953552, 0.008443590573753384, 0.18701765042910348, 0.008833164055114954, 0.18220768740010126, 0.00962014969411128, 0.19261644516487014, 0.01036724596295211, 0.18356936746396924, 0.013356547332357934]
23DK5MPPISO	[0.25409129675257863, 0.012868076096453974, 0.2549234971695438, 0.022245911143673386, 0.24849435899182193, 0.009613980849810091, 0.25229709083360713, 0.009355297187208981, 0.2543165171943884, 0.010714586721140769, 0.2521995309735522, 0.006001898796669502, 0.2521434310625493, 0.01405839031573089, 0.2534334315328033, 0.005638110622423403, 0.2532317416826812, 0.003412281647311201, 0.24870453863263156, 0.0032355315492281654, 0.2501259221728128, 0.003883574168763218, 0.2505511181841171, 0.004618256371938015, 0.2542694803264102, 0.0057621711268086885, 0.2521934506056733, 0.006149283490576396, 0.24869948766013467, 0.0035911966226036046, 0.2566075730382721, 0.00352812437146197, 0.25392656231846367, 0.0033191697273120538]
ALCD19	[0.2509936600130159, 0.014967211594394996, 0.254565380701542, 0.03117442644601686, 0.24849435899182193, 0.01868852333500904, 0.2502007020591691, 0.02017965641405563, 0.2535265991773151, 0.027898556719237518, 0.2521995309735522, 0.02007046804010146, 0.25178800313260885, 0.03168426187447702, 0.2534334315328033, 0.015792108526458386, 0.2532317416826812, 0.007257876767120555, 0.24870453863263156, 0.006735875063912934, 0.2501259221728128, 0.007489597186701029, 0.2505511181841171, 0.006302495711101715, 0.2542694803264102, 0.00790431894208782, 0.2501264261162216, 0.007763766715571109, 0.24735518002717571, 0.008423682203116201, 0.24904655172351026, 0.008999421644654082, 0.25084493757306464, 0.009347364898158574]
ASAD	[0.28411239007213424, 0.0043997687885209726, 0.254565380701542, 0.007083767779632797, 0.24849435899182193, 0.004469057392403454, 0.2502007020591691, 0.005620708571972137, 0.2535265991773151, 0.010345344390603153, 0.2521995309735522, 0.002692298321621386, 0.25178800313260885, 0.006415155232505621, 0.2534334315328033, 0.0019701059200558976, 0.2532317416826812, 0.0009483530031226731, 0.24870453863263156, 0.0010769800721287704, 0.2501259221728128, 0.0012048131311840188, 0.2505511181841171, 0.002875466925865871, 0.2542694803264102, 0.004254436959671434, 0.2501264261162216, 0.005635537375912249, 0.24735518002717571, 0.0024180369398746617, 0.25113085488694487, 0.0025239990048501228, 0.28580267917090807, 0.0032230262636621892]
ASCBPL	[0.28873101981360433, 0.5422449308165199, 0.2947811624908139, 0.7685935713865187, 0.2803308347462873, 0.9301324093044414, 0.29143625048365096, 0.9656932963069277, 0.28729088377306944, 0.7886229673953123, 0.28800812684337324, 0.5586498336401555, 0.28996938107444353, 0.4912069842145533, 0.2892938823039257, 0.4328821243425195, 0.28361693145412536, 0.48803847867056643, 0.282878227462709, 0.5285996592383565, 0.2819378762437861, 0.5090669269870582, 0.2863691254438792, 0.16787139019787975, 0.29182317307947225, 0.20043141730533245, 0.28249448051232406, 0.36191846789549786, 0.28024046983476597, 0.09722643169710171, 0.2880266403274649, 0.1412909620710275, 0.2866641958425957, 0.13026699913059345]
AICART	[0.1842345219128433, 0.02043931695227543, 0.18626357734604224, 0.02975893011759655, 0.18161389761254987, 0.00392872296536988, 0.18300628226797397, 0.004229896260090829, 0.18518604691101326, 0.004210241052439685, 0.18221013765945682, 0.004419046395559533, 0.1854427100492091, 0.005129377368037819, 0.1852179864277206, 0.003051104787000477, 0.18428771920915127, 0.0015375533310807996, 0.1814067757005953, 0.0014609121530357774, 0.18000835986602062, 0.0017606104893211998, 0.17967918157385876, 0.018503664530031185, 0.18546588188008234, 0.017923356295275042, 0.1818721925204269, 0.01920552095635143, 0.18107107542984427, 0.0023481135150762483, 0.18858096863231325, 0.0023500560279567317, 0.17954895632942672, 0.0017904886552792044]
