obs.x	obs.y	obs.tot	mean.x	mean.y	mean.diff	var.x	var.y	stderr	df	statistic	pvalue	conf.low	conf.high	alternative	mean.null	conf.level	p.corr	FoldChange	log2.Fold.Change
KPN_00023	34	66	100	444.382352941176	448.69696969697	-4.31461675579322	12979.8796791444	36366.4606060606	30.5412531817764	95.7440609867579	-0.141271765441757	0.887952071260449	-64.9405934240288	56.3113599124424	two.sided	0	0.95	0.935684841679966	0.990384118799137	-0.0139399143350096
KPN_00024	34	66	100	804.264705882353	634.545454545455	169.719251336898	21944.6247771836	32779.7902097902	33.7948757732962	79.4449753275268	5.0220409885633	3.07465416369334e-06	102.458091484425	236.980411189372	two.sided	0	0.95	0.000249095028730468	1.26746586886904	0.341946897937596
KPN_00025	34	66	100	515.088235294118	518.348484848485	-3.26024955436719	72713.5374331551	75787.8305361305	57.3317880114075	67.998610199353	-0.0568663505439336	0.954818430052862	-117.664093653208	111.143594544474	two.sided	0	0.95	0.976861396966079	0.993710313332313	-0.00910275661129107
KPN_00026	34	66	100	137.441176470588	140.151515151515	-2.71033868092692	6669.16310160428	8620.868997669	18.0768106469849	74.7540598946649	-0.149934561679938	0.881220047311507	-38.7231341197913	33.3024567579375	two.sided	0	0.95	0.932634485269817	0.980661367249603	-0.0281730503181232
KPN_00027	34	66	100	426.941176470588	455.136363636364	-28.1951871657754	103652.905525847	123851.073426573	70.179386460423	72.2338752041772	-0.401758815342106	0.689047768776022	-168.087498868858	111.697124537308	two.sided	0	0.95	0.809404775963678	0.938051121776984	-0.0922615462145081
KPN_00028	34	66	100	320.176470588235	349.015151515152	-28.8386809269162	67227.9073083779	75590.5074592075	55.8802479459583	70.3226784841658	-0.516080045936912	0.607417460734174	-140.279331167273	82.6019693134409	two.sided	0	0.95	0.756536039852676	0.917371263678035	-0.124422378658365
KPN_00029	34	66	100	720.823529411765	784.015151515152	-63.1916221033867	349938.270944742	399660.230536131	127.858359621248	70.8099476200086	-0.494231447130857	0.62267252280643	-318.145808613176	191.762564406403	two.sided	0	0.95	0.766502974945217	0.919399998863204	-0.121235430516472
KPN_00030	34	66	100	526	616.560606060606	-90.560606060606	276382	263214.342424242	110.077147720488	65.3387447320818	-0.822701241229112	0.413670370916298	-310.37824593697	129.257033815758	two.sided	0	0.95	0.66985907149622	0.853119701177107	-0.229179914681651
KPN_00031	34	66	100	711.588235294118	835.121212121212	-123.532976827094	507063.582887701	486712.138927739	149.291865612982	65.5652174338042	-0.827459529157041	0.410978251053542	-421.640701905247	174.574748251058	two.sided	0	0.95	0.66985907149622	0.85207778818919	-0.230942951393992
KPN_00032	34	66	100	101.058823529412	118.651515151515	-17.5926916221034	10119.1479500891	9819.89207459208	21.1283752826965	65.8825336117627	-0.832657096757994	0.408046440924385	-59.7782578579982	24.5928746137914	two.sided	0	0.95	0.66985907149622	0.851728049156069	-0.231535233407255
KPN_00033	34	66	100	547.705882352941	630.045454545455	-82.3395721925133	283260.759358289	274899.49020979	111.78704126916	65.884190946369	-0.73657528867104	0.463995426643928	-305.536924210918	140.857779825891	two.sided	0	0.95	0.66985907149622	0.869311695531687	-0.202054540436252
KPN_00034	34	66	100	417.647058823529	487.166666666667	-69.5196078431373	172942.47771836	165270.294871795	87.124272388067	65.4378021624749	-0.797936165635733	0.427793740945699	-243.496728883912	104.457513197638	two.sided	0	0.95	0.66985907149622	0.857298102272041	-0.222131145055829
KPN_00035	34	66	100	125.735294117647	138.227272727273	-12.4919786096257	12416.4429590018	13375.7167832168	23.8296427647889	69.0011811737289	-0.524220137621368	0.601805399864335	-60.0308006690067	35.0468434497554	two.sided	0	0.95	0.752614063649101	0.909627251097743	-0.136652618983217
KPN_00036	34	66	100	354.676470588235	412.469696969697	-57.7932263814617	118115.134581105	116141.299067599	72.3442547756383	66.2668004320176	-0.798864077882842	0.427223220247279	-202.222337611827	86.6358848489041	two.sided	0	0.95	0.66985907149622	0.85988491565307	-0.217784508010631
KPN_00037	34	66	100	616.441176470588	719.772727272727	-103.331550802139	351682.193404635	349615.070629371	125.063151901368	66.5886245960616	-0.826234979937433	0.411621504287988	-352.986997722676	146.323896118398	two.sided	0	0.95	0.66985907149622	0.856438641133751	-0.223578205616063
KPN_00038	34	66	100	373.529411764706	433.287878787879	-59.758467023173	128296.377896613	127715.377389277	75.5546448268223	66.6285882560767	-0.790930420758968	0.431791022780868	-210.581623656243	91.0646896098968	two.sided	0	0.95	0.66985907149622	0.862081378342854	-0.214104032312934
KPN_00039	34	66	100	569.352941176471	555.863636363636	13.4893048128342	22030.7807486631	22866.6426573427	31.5345591748731	67.8729713514393	0.427762593351316	0.670178181241346	-49.4390608203441	76.4176704460126	two.sided	0	0.95	0.797355178920693	1.02426729134699	0.0345922481318452
KPN_00040	34	66	100	1761.17647058824	640.984848484848	1120.19162210339	3399737.05882353	137677.492074592	319.496931195242	34.3836462695102	3.50611074075966	0.00128646145947223	471.16248533385	1769.22075887292	two.sided	0	0.95	0.0151597787894625	2.74761014203578	1.4581773149084
KPN_00041	34	66	100	4627.47058823529	1933.21212121212	2694.25846702317	20076212.1354724	751901.031235431	775.8023378291	34.2791851917387	3.47286716686421	0.00141341793305973	1118.11126503194	4270.40566901441	two.sided	0	0.95	0.0162136548294574	2.39366934308992	1.25922387490824
KPN_00042	34	66	100	124.764705882353	146.272727272727	-21.5080213903743	5006.06417112299	5879.89370629371	15.372913844936	71.6911396230361	-1.39908553494296	0.166099068978418	-52.1556208614345	9.1395780806858	two.sided	0	0.95	0.541012253100371	0.85295945600117	-0.229450927805933
KPN_00043	34	66	100	261.617647058824	286.80303030303	-25.1853832442068	16907.2130124777	18311.9452214452	27.8338765972631	69.1663843004141	-0.904846407441616	0.368687828656651	-80.7100648710806	30.339298382667	two.sided	0	0.95	0.66985907149622	0.912185784028863	-0.132600408216002
KPN_00044	34	66	100	930.588235294118	1227.65151515152	-297.063279857398	331662.673796791	149202.661305361	109.614921004622	48.7387206197435	-2.71006243616114	0.00925960791268295	-517.372584290931	-76.7539754238639	two.sided	0	0.95	0.0646178560259234	0.758023122856054	-0.399686237624297
KPN_00045	34	66	100	342.5	327.863636363636	14.6363636363636	13980.4393939394	11665.534965035	24.2474725221548	61.6815219974798	0.603624300346787	0.548306961434562	-33.8386220353386	63.1113493080659	two.sided	0	0.95	0.714135040200503	1.04464161929849	0.06300808801046
KPN_00046	34	66	100	656.147058823529	535.166666666667	120.980392156863	14468.068627451	34827.6794871795	30.8743185133091	92.9914748161049	3.91847975866128	0.000170069229169205	59.6700403613886	182.290743952337	two.sided	0	0.95	0.00352107300208718	1.22606115009068	0.294030935580504
KPN_00047	34	66	100	335.882352941176	356.575757575758	-20.6934046345811	7154.16755793226	34335.9710955711	27.0306988288666	96.9680768993019	-0.76555196614015	0.445802323822577	-74.3420823833371	32.9552731141749	two.sided	0	0.95	0.66985907149622	0.941966316568269	-0.0862526229354523
KPN_00048	34	66	100	768.852941176471	761.848484848485	7.00445632798574	30075.5231729055	58635.4843822844	42.1068954092132	87.6746892452974	0.166349389094431	0.868265030096545	-76.6784777541188	90.6873904100903	two.sided	0	0.95	0.923759577996674	1.00919402803482	0.0132035742191275
KPN_00049	34	66	100	679.617647058824	686.19696969697	-6.57932263814621	20727.8190730838	28760.7144522145	32.3328028205841	77.0505575938036	-0.203487544047917	0.839290435918172	-70.9614841938595	57.8028389175671	two.sided	0	0.95	0.905665121797236	0.990411903682624	-0.0138994405929731
KPN_00050	34	66	100	1463.14705882353	2057.98484848485	-594.837789661319	321595.583778966	1991830.56899767	199.092804204414	93.9511570579008	-2.98774127994392	0.00358541653098606	-990.143898734085	-199.531680588553	two.sided	0	0.95	0.0332930809397588	0.710961045170349	-0.492157580723651
KPN_00051	34	66	100	2516.14705882353	2791.45454545455	-275.307486631016	508958.856506239	2297134.99020979	223.10189094173	97.434913232951	-1.23399889381897	0.220171521288615	-718.078023134535	167.463049872503	two.sided	0	0.95	0.643354030448582	0.901374898946747	-0.149800819750074
KPN_00052	34	66	100	480.529411764706	528.393939393939	-47.8645276292335	38374.1354723708	28759.3501165501	39.5524812413034	58.9397772433684	-1.21015233752896	0.231051468590382	-127.010551830386	31.2814965719188	two.sided	0	0.95	0.660764604955314	0.909415070725199	-0.136989182425375
KPN_00053	34	66	100	451.588235294118	567.454545454545	-115.866310160428	88485.5828877005	43703.6363636364	57.1374960275286	50.2767431737953	-2.02785067978135	0.0478912876313245	-230.614698797915	-1.11792152294061	two.sided	0	0.95	0.2146208525224	0.79581393595567	-0.32949693177165
KPN_00054	34	66	100	863.882352941176	1009.15151515152	-145.269162210339	355471.622103387	164841.268997669	113.809677504755	49.2237525490231	-1.27642187725441	0.207795902477709	-373.951978052245	83.4136536315681	two.sided	0	0.95	0.616374001342634	0.856048214733614	-0.224236039851857
KPN_00055	34	66	100	2124.64705882353	2732.63636363636	-607.989304812834	24367253.3262032	6727013.03496503	904.769783581785	42.6161497071123	-0.671982327267759	0.505221888191036	-2433.10686540089	1217.12825577522	two.sided	0	0.95	0.687372209464844	0.77750815552942	-0.363070286679311
KPN_00056	34	66	100	563.764705882353	390.893939393939	172.870766488414	588586.064171123	18897.9731934732	132.65627672951	34.0959442525174	1.30314803603981	0.201256266857847	-96.6912835172474	442.432816494074	two.sided	0	0.95	0.603885268320567	1.44224468344646	0.528315945195077
KPN_00057	34	66	100	458.558823529412	409.712121212121	48.8467023172906	87810.3752228164	26468.1158508159	54.6231649864269	43.511447260616	0.894248847159045	0.376108757616585	-61.27397558714	158.967380221721	two.sided	0	0.95	0.66985907149622	1.11922200928003	0.162496238207637
KPN_00058	34	66	100	1701.52941176471	1662	39.5294117647059	532834.741532977	669355.353846154	160.665359771904	73.8332331549055	0.246035684486224	0.806337300593286	-280.615320787551	359.674144316962	two.sided	0	0.95	0.884338421702742	1.02378424293905	0.0339117070967223
KPN_00059	34	66	100	1117.67647058824	1191.10606060606	-73.4295900178251	619405.558823529	702177.327039627	169.873073096723	70.5776943419534	-0.432261503717046	0.666869225002923	-412.182003040095	265.322823004445	two.sided	0	0.95	0.795495285933253	0.938351761907363	-0.0917992446132124
KPN_00060	34	66	100	293.529411764706	331.909090909091	-38.3796791443851	72518.6809269162	73973.4377622378	57.0413187371017	67.3522842738992	-0.672839969238327	0.503351159519198	-152.223682208148	75.4643239193781	two.sided	0	0.95	0.686668295614855	0.884366893840527	-0.177283075823304
KPN_00061	34	66	100	666.323529411765	726.348484848485	-60.0249554367201	349279.740641711	332679.707459207	123.747869381478	65.3422650897989	-0.485058496253223	0.629257134687369	-307.141977582934	187.092066709494	two.sided	0	0.95	0.771323461785818	0.917360665453524	-0.124439045949866
KPN_00062	34	66	100	727.088235294118	819.909090909091	-92.8208556149732	447563.719251337	439253.683916084	140.779961815321	66.2114913945812	-0.659332865402663	0.511968787520854	-373.880361411876	188.23865018193	two.sided	0	0.95	0.691291188358236	0.886791283760427	-0.173333504810024
KPN_00063	34	66	100	734.382352941176	585	149.382352941176	795347.031194296	26276.0615384615	154.242283066385	34.1278056553402	0.968491583315602	0.339612835799202	-164.032447131779	462.797153014132	two.sided	0	0.95	0.66985907149622	1.2553544494721	0.32809476680331
KPN_00064	34	66	100	450.529411764706	485.969696969697	-35.4402852049911	63595.7718360071	29341.1375291375	48.1147229791988	49.1413704007893	-0.736578806040573	0.464880532829638	-132.123405656494	61.2428352465119	two.sided	0	0.95	0.66985907149622	0.927073055324268	-0.10924506412589
KPN_00065	34	66	100	306.529411764706	348.424242424242	-41.8948306595366	69571.0445632799	66268.8634032634	55.2293480041714	65.3441262828039	-0.758561021875042	0.450842656049272	-152.184444144156	68.3947828250829	two.sided	0	0.95	0.66985907149622	0.879759139696929	-0.184819497873841
KPN_00066	34	66	100	704.764705882353	792.484848484848	-87.7201426024956	357592.245989305	366808.038228438	126.787682953042	67.5191159025356	-0.691866438122259	0.491393598364939	-340.753656176499	165.313370971508	two.sided	0	0.95	0.68143241709607	0.889310006657909	-0.169241675713255
KPN_00067	34	66	100	520.588235294118	498.530303030303	22.0579322638147	89120.9768270945	119835.545221445	66.6100238696077	76.0306356374011	0.331150343182494	0.741441897582149	-110.606563328205	154.722427855834	two.sided	0	0.95	0.841957126360807	1.04424592071883	0.0624615077140601
KPN_00068	34	66	100	832.235294117647	862.636363636364	-30.4010695187166	275533.033868093	312069.988811189	113.279503550431	70.5494312451374	-0.268372199434845	0.789196018548787	-256.298985540834	195.496846503401	two.sided	0	0.95	0.87137592763532	0.964757955031523	-0.0517610601506731
KPN_00069	34	66	100	306.029411764706	84.6818181818182	221.347593582888	117781.241532977	2215.2048951049	59.1415071947486	33.6409594156294	3.74267758942981	0.000680044315751196	101.110323439775	341.584863726001	two.sided	0	0.95	0.0094785746698117	3.61387389094124	1.85354616306802
KPN_00070	34	66	100	569.735294117647	589.969696969697	-20.2344028520499	154001.533868093	187813.875990676	85.8785285517331	72.8849282905466	-0.235616552743574	0.814391026029917	-191.394616004095	150.925810299995	two.sided	0	0.95	0.889533909830445	0.965702640396649	-0.0503490727695409
KPN_00071	34	66	100	512.382352941176	578.924242424242	-66.5418894830659	218596.970588235	221474.132634033	98.9191151427927	67.1501379809769	-0.672689898074914	0.503452957430192	-263.977155240641	130.893376274509	two.sided	0	0.95	0.686668295614855	0.88505941778423	-0.176153782216978
KPN_00072	34	66	100	420.352941176471	464.318181818182	-43.9652406417112	90386.1140819964	95659.4510489511	64.0921269892997	68.4612902366232	-0.685969442846721	0.495048950066979	-171.843487081314	83.9130057978919	two.sided	0	0.95	0.683530591411785	0.905312257061415	-0.143512607648362
KPN_00073	34	66	100	436.823529411765	493.80303030303	-56.9795008912656	43917.4830659537	31045.975990676	41.9771873048529	57.5375889610283	-1.35739206339531	0.179957237655377	-141.020350913551	27.0613491310194	two.sided	0	0.95	0.565844922524638	0.884610872362814	-0.176885121012177
KPN_00074	34	66	100	519.529411764706	598.954545454545	-79.4251336898396	215207.04456328	207757.397902098	97.3522383918137	65.7312321594335	-0.815853184291225	0.417530813027897	-273.80998444038	114.959717060701	two.sided	0	0.95	0.66985907149622	0.867393720788004	-0.205241095565522
KPN_00075	34	66	100	363.323529411765	414.015151515152	-50.6916221033868	108984.64973262	109148.230536131	69.7079044529247	66.8068593925406	-0.727200487537535	0.469643878554648	-189.836576235828	88.4533320290546	two.sided	0	0.95	0.671601813882078	0.87756094935687	-0.188428766300617
KPN_00076	34	66	100	844.529411764706	981.424242424242	-136.894830659537	621709.347593583	616313.386480186	166.203642138812	66.5055642867315	-0.823657224943381	0.413078335497688	-468.684030977995	194.894369658922	two.sided	0	0.95	0.66985907149622	0.860514113324337	-0.216729240732217
KPN_00077	34	66	100	977.088235294118	324.924242424242	652.163992869875	663671.113190731	38350.9941724942	141.777340546848	34.9782357316363	4.59991695678885	5.34430515888874e-05	364.33428768203	939.99369805772	two.sided	0	0.95	0.00167940740902049	3.00712630120829	1.58838546328945
KPN_00078	34	66	100	1723.26470588235	719.151515151515	1004.11319073084	1296306.442959	238339.822843823	204.298481453135	39.3680071191862	4.91493222851573	1.60515963280309e-05	591.003977447048	1417.22240401463	two.sided	0	0.95	0.000763555293218716	2.39624706278938	1.26077666350457
KPN_00079	34	66	100	1333.20588235294	568.924242424242	764.281639928699	555072.956327986	135362.871095571	135.560421135648	41.4798659982162	5.63794087924764	1.36577080280585e-06	490.607966787923	1037.95531306947	two.sided	0	0.95	0.000141630432250966	2.34338033596884	1.22859112589775
KPN_00080	34	66	100	1742.91176470588	856.772727272727	886.139037433155	810178.264705882	244353.132167832	165.924960978481	43.5178247036317	5.34060115010711	3.19606734916313e-06	551.634570551083	1220.64350431523	two.sided	0	0.95	0.000254947833929397	2.03427549596952	1.02451507238843
KPN_00081	34	66	100	366.558823529412	438.878787878788	-72.3199643493761	120381.344919786	105810.415850816	71.7204009380188	63.0840766307211	-1.00835973312357	0.317133961943151	-215.638011110476	70.9980824117239	two.sided	0	0.95	0.66985907149622	0.835216541909175	-0.259777809351687
KPN_00082	34	66	100	2485.76470588235	942.272727272727	1543.49197860963	2120132.67023173	287005.924475524	258.273920199805	37.6701154472726	5.97618209928263	6.33474191573461e-07	1020.49335812348	2066.49059909577	two.sided	0	0.95	8.93203634197604e-05	2.63805226866434	1.39947314950068
KPN_00083	34	66	100	675.264705882353	494.666666666667	180.598039215686	182441.655080214	50513.2717948718	78.3025135913503	42.6445970782027	2.30641432736376	0.0260130059714562	22.6479033856628	338.54817504571	two.sided	0	0.95	0.138335831755898	1.36509037577295	0.448996467894798
KPN_00084	34	66	100	1225.61764705882	1624.28787878788	-398.670231729055	931796.182709447	1242404.36200466	215.011810361458	75.7570688746276	-1.85417829401486	0.0676058113616654	-826.925573840649	29.5851103825388	two.sided	0	0.95	0.276884780339838	0.754556912641273	-0.406298374402127
KPN_00085	34	66	100	758.5	446.227272727273	312.272727272727	270160.196969697	19071.686013986	90.7460912974956	35.4200567326343	3.44117000311335	0.00150195841804625	128.126435319181	496.419019226274	two.sided	0	0.95	0.0168929596476568	1.69980645818478	0.765370488884937
KPN_00086	34	66	100	1309.91176470588	844.954545454545	464.957219251337	979884.143493761	49760.9671328671	171.971148495703	34.7371200138624	2.70369316782782	0.0105424674676719	115.742757661882	814.171680840792	two.sided	0	0.95	0.070898435564045	1.55027483046584	0.632523997049773
KPN_00087	34	66	100	461.470588235294	359.242424242424	102.22816399287	171181.286987522	13520.0326340326	72.3850310093921	35.7099636318613	1.41228321059372	0.166522475186182	-44.6168952751342	249.073223260874	two.sided	0	0.95	0.541012253100371	1.28456595628551	0.361280967594204
KPN_00088	34	66	100	2764	3914	-1150	7324416.36363636	21952567.7230769	740.296341451212	96.6263902861295	-1.55343196448282	0.123589316591488	-2619.35506201513	319.355062015129	two.sided	0	0.95	0.431071460990206	0.706182933060807	-0.501886140238545
KPN_00089	34	66	100	1368.44117647059	1389.65151515152	-21.210338680927	211635.223707665	201317.461305361	96.3059186571592	65.3052034874613	-0.220239202083041	0.8263719158053	-213.529500490557	171.108823128703	two.sided	0	0.95	0.898079728243656	0.984736936958893	-0.0221897210116122
KPN_00090	34	66	100	984.352941176471	1067.86363636364	-83.5106951871657	76315.5080213904	108717.35034965	62.3843437601961	77.9066074018875	-1.33864829143958	0.184578568312887	-207.710728242153	40.689337867822	two.sided	0	0.95	0.574798724746136	0.921796480052882	-0.117479836238562
KPN_00091	34	66	100	886.764705882353	901.151515151515	-14.3868092691622	51508.9126559715	38445.4228438228	45.7981923881049	58.8394490118509	-0.314134871246553	0.754529711752235	-106.034012877619	77.2603943392948	two.sided	0	0.95	0.850301359581687	0.984035082860907	-0.023218343380575
KPN_00092	34	66	100	998.588235294118	1125.9696969697	-127.381461675579	83309.6434937611	118371.537529138	65.1443917505591	77.8217571380663	-1.95537111104405	0.0541292181202492	-257.078662013811	2.31573866265262	two.sided	0	0.95	0.234189263287898	0.886869547183731	-0.173206185932834
KPN_00093	34	66	100	1018.14705882353	1144.01515151515	-125.868092691622	83478.5534759358	83294.4459207459	60.9695713633193	66.6973369005974	-2.06444116101081	0.0428681771539327	-247.574018466928	-4.16216691631585	two.sided	0	0.95	0.198634046955443	0.889976900633772	-0.168160203497744
KPN_00094	34	66	100	844.147058823529	747.348484848485	96.7985739750445	54835.0989304813	38443.8613053613	46.8538128055554	57.3437795548294	2.0659700497964	0.0433595632959311	2.98762086669524	190.609527083394	two.sided	0	0.95	0.200370591716588	1.12952267374258	0.175713231304404
KPN_00095	34	66	100	1289.94117647059	1237.09090909091	52.8502673796793	204984.663101604	56066.0531468531	82.9363993262256	42.5259768337496	0.637238508170529	0.527385495628609	-114.460854116483	220.161388875841	two.sided	0	0.95	0.702412996361247	1.04272140955147	0.0603537554169924
KPN_00096	34	66	100	905.382352941176	886.484848484848	18.897504456328	166092.243315508	88381.668997669	78.8934862761322	51.6033020500499	0.239531871999996	0.81164206917099	-139.442831026545	177.237839939201	two.sided	0	0.95	0.887305653138993	1.02131734624526	0.0304312136371445
KPN_00097	34	66	100	794.352941176471	895.742424242424	-101.389483065954	110566.356506239	279126.224941725	86.4935655892273	93.9634386326669	-1.17221994925576	0.244072246646583	-273.125356276954	70.3463901450472	two.sided	0	0.95	0.66985907149622	0.88680955560221	-0.173303779186373
KPN_00098	34	66	100	1399.26470588235	1994.13636363636	-594.871657754011	277890.685383244	2298689.84265734	207.368969308585	89.3904076685583	-2.86866284641066	0.00514257998564063	-1006.88458832118	-182.858727186846	two.sided	0	0.95	0.0425263412015382	0.701689579207489	-0.511095157781996
KPN_00099	34	66	100	2607	5390.98484848485	-2783.98484848485	4914524.36363636	40996325.5228438	875.043588365982	89.2515570446385	-3.18153848048134	0.00201575981785047	-4522.61029828404	-1045.35939868566	two.sided	0	0.95	0.0213736496023614	0.483585109821391	-1.04815827196609
KPN_00100	34	66	100	6431.17647058824	7426.80303030303	-995.626559714795	41042014.1497326	81795979.4529137	1564.11351418024	88.2950062506952	-0.636543671983171	0.526068932529895	-4103.82875305545	2112.57563362586	two.sided	0	0.95	0.701741038118731	0.865941434604848	-0.207658639060389
KPN_00101	34	66	100	313.058823529412	234.318181818182	78.74064171123	6710.11764705882	18395.3895104895	21.8191297780248	95.4132311113753	3.60878928317911	0.000492238697614094	35.4266119829287	122.054671439531	two.sided	0	0.95	0.00741935362537522	1.33604153591602	0.417964860153707
KPN_00102	34	66	100	2646.23529411765	2954.72727272727	-308.491978609626	914566.185383244	1598130.01678322	226.082057262027	84.4220141551613	-1.36451332027683	0.176032292549298	-758.048109595397	141.064152376146	two.sided	0	0.95	0.560299224596751	0.895593755316415	-0.159083626104455
