reaction	linear_coefficient
DHBSH	[0.25072384129953135, 0.25022368916685855, 0.25518309566566794, 0.00744364800543443, 0.2529387774402788, 0.007869059653409675, 0.25248823946024396, 0.007281430091347044, 0.2584283887429009, 0.006543877708268694, 0.2528358869989747, 0.000942735886518684, 0.253868242536994, 0.004619320844855911, 0.25225217506571174, 0.0023253102593790657, 0.250611998771964, 0.009338335070492346, 0.2562246061255526, 0.01024831651562178, 0.252265104277903, 0.006143611707941027, 0.2531787718119777, 0.005348118810767433, 0.25218519065528555, 0.008508476494311985, 0.25436744390462057, 0.004849223861763341, 0.2534608213373907, 0.008244088354074886, 0.25316600512931253, 0.008840617758204834, 0.2511467048873314, 0.2547239134536069, 0.007439332038926326, 0.25529420332234587, 0.004579666346982046, 0.2536170684529433, 0.2557095644501353, 0.251588199998195, 0.24954270287645108, 0.2530260406646565, 0.25683426990681774, 0.006041045216316124, 0.25072260391288065, 0.009252840321070247, 0.2541327260622839, 0.011544319502444764, 0.25685816696466196, 0.2561692994392357, 0.0046425211553970435, 0.25499767544466, 0.008373549768412574, 0.2511499719877322, 0.006622894041974097, 0.25217442301236914, 0.004552058492404052, 0.2569209304974298, 0.009847203335682352, 0.25240172956688134, 0.25165564376795646, 0.2529670219325524, 0.251588199998195, 0.010740195203476575, 0.25553695707108964, 0.008217744675092557]
DAGK161	[0.6346880855282867, 0.6503412006980454, 0.6761161808456696, 0.4798461148743298, 0.7220978617398089, 0.0676823849239856, 0.6622375596636618, 0.15934590112488378, 0.6621794154855543, 0.04730545781959465, 0.669647093204778, 0.02389822698784396, 0.6758963097663597, 0.04074179321136515, 0.702898669558552, 0.02085843263259548, 0.6530293541224883, 0.09703052310581324, 0.6427596016117508, 0.40380959301212865, 0.721572802744555, 0.06791788910507851, 0.7269471266464678, 0.10890145282427935, 0.6499711944023211, 0.15959319440429096, 0.7132848120855679, 0.041906987833335275, 0.6621480827323494, 0.25507754876113914, 0.6568991023969883, 0.07253423795949816, 0.667599949413826, 0.6564698007875868, 1.0, 0.706090213216898, 0.7970689775836918, 0.7276285408195922, 0.6578502895582573, 0.7137000871172194, 0.7063551560876417, 0.6567921468850573, 0.6431324842108773, 0.025465378498703138, 0.643575025573848, 0.08266849227015151, 0.7208445297096142, 0.06358861903421124, 0.6634473251909421, 0.7239451381991043, 0.026119457815082982, 0.716380136495225, 0.02643888141150621, 0.7073953247516722, 0.03241290378519888, 0.7181070809118024, 0.04847491611768767, 0.7139827013828158, 0.08641123079849646, 0.7063415675863783, 0.6620746841501347, 0.6769406333358512, 0.716281950059048, 0.06809151195943493, 0.7423688918368063, 0.08733164757206517]
ARAI	[0.19374518876360142, 0.18631068673426326, 0.1949256409392809, 0.6103526341981321, 0.1915047281064305, 0.5331993098411846, 0.18885183765774546, 1.0, 0.19658213320139623, 1.0, 0.19498212712532756, 0.12947375000570696, 0.19320712404406673, 0.5115521405220699, 0.19174738923133425, 0.4038880901579054, 0.19430786595658522, 0.6840376608084417, 0.19042851465575553, 0.568946107830925, 0.18739443770086117, 0.6403655516077401, 0.1940907809671064, 0.5061246157699529, 0.19213122891058573, 0.6003215475933636, 0.19292847506581373, 0.6149598447685989, 0.19720633786274006, 0.8327467262815521, 0.19015565724640313, 0.8952807205035537, 0.18860295344092948, 0.19160888524260145, 1.0, 0.19167612018907892, 0.7970689775836918, 0.1952923732477145, 0.19026482117772142, 0.18814754162498082, 0.19354266971988324, 0.19726698790270722, 0.20176663880854498, 0.08601260741229749, 0.1959781951793759, 0.24040055216971365, 0.1969579424599885, 1.0, 0.1940219060416846, 0.19926581312721175, 0.12456692375425119, 0.19771139528465814, 0.21619770774319544, 0.18885539393185086, 0.10401464334215402, 0.196157960512059, 0.10876622185332815, 0.19548542148879564, 0.9557206005975485, 0.19086511848605422, 0.1899521006173, 0.19177469161344174, 0.19101627822701267, 0.943829699812095, 0.192814480225898, 0.4859371758350661]
DAGK180	[0.6346880855282867, 0.6503412006980454, 0.6761161808456696, 0.4798461148743298, 0.7220978617398089, 0.0676823849239856, 0.6622375596636618, 0.15934590112488378, 0.6621794154855543, 0.04730545781959465, 0.669647093204778, 0.02389822698784396, 0.6758963097663597, 0.04074179321136515, 0.702898669558552, 0.02085843263259548, 0.6530293541224883, 0.09703052310581324, 0.6427596016117508, 0.40380959301212865, 0.721572802744555, 0.06791788910507851, 0.7269471266464678, 0.10890145282427935, 0.6499711944023211, 0.15959319440429096, 0.7132848120855679, 0.041906987833335275, 0.6621480827323494, 0.25507754876113914, 0.6568991023969883, 0.07253423795949816, 0.667599949413826, 0.6564698007875868, 1.0, 0.706090213216898, 0.7970689775836918, 0.7276285408195922, 0.6578502895582573, 0.7137000871172194, 0.7063551560876417, 0.6567921468850573, 0.6431324842108773, 0.025465378498703138, 0.643575025573848, 0.08266849227015151, 0.7208445297096142, 0.06358861903421124, 0.6634473251909421, 0.7239451381991043, 0.026119457815082982, 0.716380136495225, 0.02643888141150621, 0.7073953247516722, 0.03241290378519888, 0.7181070809118024, 0.04847491611768767, 0.7139827013828158, 0.08641123079849646, 0.7063415675863783, 0.6620746841501347, 0.6769406333358512, 0.716281950059048, 0.06809151195943493, 0.7423688918368063, 0.08733164757206517]
DAGK181	[0.6346880855282867, 0.6503412006980454, 0.6761161808456696, 0.4798461148743298, 0.7220978617398089, 0.0676823849239856, 0.6622375596636618, 0.15934590112488378, 0.6621794154855543, 0.04730545781959465, 0.669647093204778, 0.02389822698784396, 0.6758963097663597, 0.04074179321136515, 0.702898669558552, 0.02085843263259548, 0.6530293541224883, 0.09703052310581324, 0.6427596016117508, 0.40380959301212865, 0.721572802744555, 0.06791788910507851, 0.7269471266464678, 0.10890145282427935, 0.6499711944023211, 0.15959319440429096, 0.7132848120855679, 0.041906987833335275, 0.6621480827323494, 0.25507754876113914, 0.6568991023969883, 0.07253423795949816, 0.667599949413826, 0.6564698007875868, 1.0, 0.706090213216898, 0.7970689775836918, 0.7276285408195922, 0.6578502895582573, 0.7137000871172194, 0.7063551560876417, 0.6567921468850573, 0.6431324842108773, 0.025465378498703138, 0.643575025573848, 0.08266849227015151, 0.7208445297096142, 0.06358861903421124, 0.6634473251909421, 0.7239451381991043, 0.026119457815082982, 0.716380136495225, 0.02643888141150621, 0.7073953247516722, 0.03241290378519888, 0.7181070809118024, 0.04847491611768767, 0.7139827013828158, 0.08641123079849646, 0.7063415675863783, 0.6620746841501347, 0.6769406333358512, 0.716281950059048, 0.06809151195943493, 0.7423688918368063, 0.08733164757206517]
DHCINDO	[0.31104456130100316, 0.3095021107356842, 0.31746844550303915, 0.6103526341981321, 0.31495239327727664, 0.5331993098411846, 0.3092139007955028, 1.0, 0.31385663663387214, 1.0, 0.31002607800050574, 0.12947375000570696, 0.31192959880879584, 0.5115521405220699, 0.310473761434641, 0.4038880901579054, 0.3109174405183848, 0.6840376608084417, 0.31268797138571464, 0.568946107830925, 0.31770984755031684, 0.6403655516077401, 0.31391145113068175, 0.5061246157699529, 0.30680569871832203, 0.6003215475933636, 0.3175370879219855, 0.6149598447685989, 0.3073316862146636, 0.8327467262815521, 0.311216341852148, 0.8952807205035537, 0.3116193824185477, 0.30775206500988544, 1.0, 0.3108520768278686, 0.7970689775836918, 0.3124351830223391, 0.3131172339873404, 0.31351133113377355, 0.31037522620389024, 0.3072658228341073, 0.3202385236270658, 0.25422865203143075, 0.30623915849106315, 0.46128181924979755, 0.31238077421736044, 1.0, 0.3114511077283083, 0.3209517300098476, 0.28095567526975507, 0.3145130516107835, 0.21619770774319544, 0.30623915849106315, 0.1917167366723834, 0.3112810666698797, 0.16101441084508636, 0.31216185764901005, 0.9557206005975485, 0.3113623894861855, 0.31527918642783426, 0.3126335082494046, 0.30949509989092894, 0.943829699812095, 0.31767324254389634, 0.4859371758350661]
DHDPRy	[0.3524275516122519, 0.3442119345882786, 0.35397055750075435, 0.01776478974354465, 0.3474081174536493, 0.014222767545276734, 0.3449193932095743, 0.017030953428821983, 0.35003086157324287, 0.011564342567549152, 0.3511752997241211, 0.004153821401596608, 0.3656580180453886, 0.0110631692310185, 0.3478611526813555, 0.009605863821745228, 0.34207048862435585, 0.018929343062018548, 0.35257403528343184, 0.019068753226113382, 0.35071925753420974, 0.014368131449183908, 0.3487631364426832, 0.015779181236756958, 0.34598375947557863, 0.016399110745920778, 0.3556119418502601, 0.01945441890271189, 0.3668511303630923, 0.01809557252471029, 0.35166552794079736, 0.018983021448492052, 0.34372297704781063, 0.3527107152423825, 0.021569354009689103, 0.349425937189216, 0.014508283729206439, 0.3684098261166178, 0.3581822545740465, 0.3470755493775464, 0.35130926059244744, 0.3629832483607172, 0.3513083561652563, 0.00968860101368744, 0.34099842857898527, 0.017713728502274328, 0.3505657711897241, 0.01639462668228369, 0.35545063491113754, 0.3583037620505608, 0.009589935481005294, 0.35007395192789603, 0.01677841957712057, 0.34099842857898527, 0.01136259381006634, 0.34705867359611975, 0.011042994812028325, 0.3595889376842094, 0.02605357801252423, 0.3502878737047553, 0.36363598437756095, 0.3489776869991214, 0.3522392752612038, 0.031191945528303518, 0.34522423704598987, 0.014627107095605824]
DHDPS	[0.3130423608332703, 0.3157612592992668, 0.3244212287406992, 0.002626434445610008, 0.32074805830877173, 0.0024637323202878754, 0.3233233292494504, 0.004986873906692153, 0.32523401383254524, 0.0018663193348378456, 0.3279926395981407, 0.0006713652233111846, 0.32723930966653464, 0.001308976969625958, 0.32417295822733033, 0.0009010464397667304, 0.3397840263780461, 0.0025559736708447526, 0.3308968266433681, 0.0027987161299098465, 0.341821068755943, 0.0026188175331226483, 0.32226433438727703, 0.002673174230800565, 0.32710965721295865, 0.0038423057482722058, 0.3264789096778682, 0.0017491869036934447, 0.32487123255792033, 0.0035488402658171094, 0.3235519092408851, 0.0032797091221171614, 0.3354840014349909, 0.32590844298839383, 0.003581877969756665, 0.3140185877530538, 0.0034905175684438856, 0.32368781745881786, 0.34038587701751283, 0.34191182349388904, 0.3186188859071414, 0.3400069904115997, 0.3280785748282914, 0.002580261854352375, 0.32190932123561816, 0.004389787535963103, 0.3447801655878508, 0.004998922270136175, 0.32660326278464685, 0.3229944192620741, 0.0022450372851457205, 0.3278122501033622, 0.004828471247052801, 0.32190932123561816, 0.003062882318207728, 0.33465192280718165, 0.002756147257725399, 0.32409136857810933, 0.008328384886521748, 0.3228110613151766, 0.3195712099144964, 0.3186908713743574, 0.32068317263885326, 0.005497633852605445, 0.3276384958744408, 0.00436502543616907]
DHEDAA	[0.3589917500754155, 0.37351613013596074, 0.3603439421352761, 0.6103526341981321, 0.3546526987430182, 0.5331993098411846, 0.358164979105117, 1.0, 0.392623094163147, 1.0, 0.3653746790512841, 0.12947375000570696, 0.3656580180453886, 0.5115521405220699, 0.35670855060996726, 0.4038880901579054, 0.35493183875984846, 0.6840376608084417, 0.38147698013685005, 0.568946107830925, 0.3581822545740465, 0.6403655516077401, 0.35625192832790664, 0.5061246157699529, 0.35542081060688857, 0.6003215475933636, 0.3789760567607923, 0.6149598447685989, 0.3593752581512123, 0.8327467262815521, 0.37604978905806824, 0.8952807205035537, 0.3715650325669944, 0.3561690729525745, 1.0, 0.35892546996477165, 0.7970689775836918, 0.36350483161866554, 0.3581822545740465, 0.355681759183642, 0.35216205297554243, 0.3537927451810702, 0.3574061737662096, 0.15924937531975894, 0.3734784022676993, 0.24040055216971365, 0.367054747155063, 1.0, 0.37905303028735715, 0.3539265707957897, 0.12456692375425119, 0.37580500988092863, 0.21619770774319544, 0.35239491057502526, 0.10401464334215402, 0.387741275020312, 0.10876622185332815, 0.3805383227304325, 0.9557206005975485, 0.35543977602780125, 0.37450911054377173, 0.36657288464779375, 0.37920539932030334, 0.943829699812095, 0.371309753117121, 0.4859371758350661]
DALAt2pp	[0.19945318742722196, 0.19854447710853831, 0.20535481579577097, 0.01776478974354465, 0.20599389068516832, 0.004237355351468466, 0.20555279378690797, 0.017030953428821983, 0.20533396181576008, 0.005616548351436922, 0.20251649166627125, 0.0037921278501974257, 0.2024507230525128, 0.004619320844855911, 0.2088713852221958, 0.006979777352013246, 0.20688340831128912, 0.017590449580987856, 0.2060361048766014, 0.009848039479971586, 0.20806119873425502, 0.0131050039832991, 0.20273169468082575, 0.010486027040646375, 0.19756468259224905, 0.005997115494782269, 0.2038894178633473, 0.010979838012578104, 0.20295700879495537, 0.014299164632421407, 0.20478621391676563, 0.018983021448492052, 0.19627372383907193, 0.2114944420762059, 0.0235190454685629, 0.19714554815076252, 0.014508283729206439, 0.20106295501001129, 0.20203339343284848, 0.20277809829534332, 0.20406044244472085, 0.20473427173617045, 0.20844520094292238, 0.005524674365483439, 0.20253117232709889, 0.004718689656694987, 0.20361138890214275, 0.006979324509655184, 0.20800851070907403, 0.20947925938834427, 0.0031362485667574685, 0.20031341238103223, 0.005993976514349165, 0.1959781951793759, 0.0051908592508349925, 0.21433529306329388, 0.002525244384695287, 0.21061553291106783, 0.008133664572526799, 0.19916540556207274, 0.20797859926128096, 0.20590853890499825, 0.2142530447034708, 0.019443565449659417, 0.20776236022171468, 0.004808887099639518]
DALAtex	[0.25072384129953135, 0.25022368916685855, 0.25392143782537613, 8.109452972024776e-05, 0.25240121212161254, 6.511831621507665e-05, 0.25209805329451324, 8.5880114225395e-05, 0.25438648505751, 5.257221044629249e-05, 0.2528358869989747, 2.3776140656925046e-05, 0.2527546603871971, 5.1046297038575925e-05, 0.2500103414665788, 3.410324522009149e-05, 0.24765244205342987, 8.020371207768545e-05, 0.2562246061255526, 8.572733272520192e-05, 0.2511585542252725, 5.806962834006555e-05, 0.2531787718119777, 4.708708608423321e-05, 0.2516546968349326, 5.976202058547544e-05, 0.2521016843432734, 5.000346642500809e-05, 0.2534608213373907, 6.58198658004328e-05, 0.25316600512931253, 8.609492548849856e-05, 0.2511467048873314, 0.25361289874741916, 8.08191134994195e-05, 0.25231334781135056, 7.922139415455323e-05, 0.2536170684529433, 0.24972336248684238, 0.251588199998195, 0.24887324379987388, 0.2530260406646565, 0.25683426990681774, 0.00026208633252903797, 0.25072260391288065, 0.0002550180181908461, 0.2541327260622839, 6.469974116508601e-05, 0.25685816696466196, 0.25402299915188126, 0.00016136020419430877, 0.25499767544466, 0.00014216881813200515, 0.2511499719877322, 0.0002924972549760053, 0.25217442301236914, 0.00019055977961303903, 0.2569209304974298, 0.00015013169873387392, 0.25201388863566654, 0.25165564376795646, 0.2529670219325524, 0.251588199998195, 0.00011104609099609485, 0.2552863426736539, 6.844453377513539e-05]
ARAT	[0.2408361777384707, 0.24264302380650654, 0.23867023547622535, 0.01776478974354465, 0.24714311240878364, 0.007869059653409675, 0.25209805329451324, 0.006390340310898543, 0.252593836333325, 0.011564342567549152, 0.23960874786784, 0.004153821401596608, 0.24664668081164554, 0.021250488474011193, 0.23769677847347945, 0.008650457035918319, 0.24403841981382332, 0.017590449580987856, 0.24274284484044256, 0.019068753226113382, 0.2511585542252725, 0.019971650393766974, 0.2531787718119777, 0.010698007970701168, 0.2436060532631856, 0.013918754203175381, 0.2521016843432734, 0.023631037733249573, 0.2417740375874088, 0.014299164632421407, 0.2518334941900883, 0.018983021448492052, 0.23803680711784764, 0.24867178746077076, 0.005028423245695288, 0.24694612906503935, 0.011710508349863964, 0.2536170684529433, 0.24049653202277593, 0.2440879053646023, 0.24868991049335612, 0.23776264253802687, 0.240095778014537, 0.009519900898862186, 0.24555289186214999, 0.00793723183814271, 0.24150710559441277, 0.006979324509655184, 0.25685816696466196, 0.2427459129246044, 0.004328714366097133, 0.24714972011576566, 0.01677841957712057, 0.24583780391205098, 0.01136259381006634, 0.25217442301236914, 0.009903167665513711, 0.24582213833597044, 0.02605357801252423, 0.24982577840535838, 0.2486097549350158, 0.24600251387492386, 0.24867788392785328, 0.009357541660389684, 0.2511405217782024, 0.014487644695675416]
DAMPtex	[0.25072384129953135, 0.25022368916685855, 0.25392143782537613, 8.109452972024776e-05, 0.25240121212161254, 6.511831621507665e-05, 0.25209805329451324, 8.5880114225395e-05, 0.25438648505751, 5.257221044629249e-05, 0.2528358869989747, 2.3776140656925046e-05, 0.2527546603871971, 5.1046297038575925e-05, 0.2500103414665788, 3.410324522009149e-05, 0.24765244205342987, 8.020371207768545e-05, 0.2562246061255526, 8.572733272520192e-05, 0.2511585542252725, 5.806962834006555e-05, 0.2531787718119777, 4.708708608423321e-05, 0.2516546968349326, 5.976202058547544e-05, 0.2521016843432734, 5.000346642500809e-05, 0.2534608213373907, 6.58198658004328e-05, 0.25316600512931253, 8.609492548849856e-05, 0.2511467048873314, 0.25361289874741916, 8.08191134994195e-05, 0.25231334781135056, 7.922139415455323e-05, 0.2536170684529433, 0.24972336248684238, 0.251588199998195, 0.24887324379987388, 0.2530260406646565, 0.25683426990681774, 0.00026208633252903797, 0.25072260391288065, 0.0002550180181908461, 0.2541327260622839, 6.469974116508601e-05, 0.25685816696466196, 0.25402299915188126, 0.00016136020419430877, 0.25499767544466, 0.00014216881813200515, 0.2511499719877322, 0.0002924972549760053, 0.25217442301236914, 0.00019055977961303903, 0.2569209304974298, 0.00015013169873387392, 0.25201388863566654, 0.25165564376795646, 0.2529670219325524, 0.251588199998195, 0.00011104609099609485, 0.2552863426736539, 6.844453377513539e-05]
DAPAL	[0.25072384129953135, 0.25022368916685855, 0.25392143782537613, 0.6103526341981321, 0.25240121212161254, 0.5331993098411846, 0.25209805329451324, 1.0, 0.25438648505751, 1.0, 0.2528358869989747, 0.12947375000570696, 0.2527546603871971, 0.5115521405220699, 0.2500103414665788, 0.4038880901579054, 0.24765244205342987, 0.6840376608084417, 0.2562246061255526, 0.568946107830925, 0.2511585542252725, 0.6403655516077401, 0.2531787718119777, 0.5061246157699529, 0.2516546968349326, 0.6003215475933636, 0.2521016843432734, 0.6149598447685989, 0.2534608213373907, 0.8327467262815521, 0.25316600512931253, 0.8952807205035537, 0.2511467048873314, 0.25361289874741916, 1.0, 0.25231334781135056, 0.7970689775836918, 0.2536170684529433, 0.24972336248684238, 0.251588199998195, 0.24887324379987388, 0.2530260406646565, 0.25683426990681774, 0.12345498740459102, 0.25072260391288065, 0.24040055216971365, 0.2541327260622839, 1.0, 0.25685816696466196, 0.25402299915188126, 0.12456692375425119, 0.25499767544466, 0.21619770774319544, 0.2511499719877322, 0.10401464334215402, 0.25217442301236914, 0.1270460326348787, 0.2569209304974298, 0.9557206005975485, 0.25201388863566654, 0.25165564376795646, 0.2529670219325524, 0.251588199998195, 0.943829699812095, 0.2552863426736539, 0.4859371758350661]
DHFR	[0.4152155369120776, 0.42131326462150054, 0.39481815902200706, 0.04522406526938492, 0.41492761507056747, 0.028747136477592625, 0.4166183255571858, 0.19249444095756807, 0.4174199419038446, 0.038945856411684715, 0.41666631458001596, 0.004153821401596608, 0.42429709925521836, 0.0110631692310185, 0.4040849395180176, 0.006979777352013246, 0.39694558253579104, 0.038818721890432964, 0.4251204268655116, 0.04756303128345647, 0.4058306202899267, 0.0131050039832991, 0.40665725832460303, 0.010486027040646375, 0.4074675774522951, 0.039295902081139214, 0.41445489792123014, 0.010979838012578104, 0.4154442997403118, 0.028425118318877396, 0.3989996818743232, 0.03695782246838306, 0.4187260653852037, 0.41582574345338796, 0.03808932034939395, 0.42858871031884677, 0.043439672766145465, 0.41313183477441784, 0.4319511099293551, 0.39756531357330727, 0.392527559108703, 0.4287527867400661, 0.43435482444490564, 0.0383746497695203, 0.41279626515403745, 0.04904999692962822, 0.42172872009276546, 0.08221782654155108, 0.4250922706508473, 0.4152072483625847, 0.014922831572862142, 0.4119441362194575, 0.06273951421584087, 0.4125113531041364, 0.029040261099525476, 0.40447596213097264, 0.016661631389094395, 0.4189455286485081, 0.04411797859879344, 0.40724501605398594, 0.43345289976059836, 0.4063784137546264, 0.4208020800497655, 0.03943025622252958, 0.428170316238463, 0.06066443883076068]
DHFS	[0.25072384129953135, 0.22756416590333028, 0.23055865503228862, 0.023557122183711754, 0.23236416657847112, 0.014222767545276734, 0.2285885953443735, 0.01853143856950937, 0.2461758286827915, 0.015653524919498448, 0.24279636363516233, 0.0025894624109823725, 0.2527546603871971, 0.013994214699507138, 0.22942018041122966, 0.0066334871547281795, 0.23060545411675326, 0.024442612297928403, 0.2308926374505411, 0.019068753226113382, 0.24996879749641476, 0.018781655779191535, 0.2312467099360997, 0.012823306404099503, 0.23302511714626228, 0.018522916035646524, 0.2333108958988323, 0.01945441890271189, 0.23314803118908584, 0.02075905871295834, 0.24896475758805645, 0.0220617338729193, 0.22979783150502794, 0.23512655309585176, 0.01681042969609392, 0.23974951332598202, 0.014508283729206439, 0.24376526005100743, 0.23762614854591568, 0.24121916876257038, 0.23447670410844043, 0.2325929844994754, 0.24328987294836968, 0.010644436418420285, 0.22902799296789195, 0.017713728502274328, 0.24150710559441277, 0.014296742953979655, 0.24180947198859848, 0.23720147066856107, 0.009589935481005294, 0.23789810377310228, 0.019130192131168594, 0.22959781706769397, 0.012243965184763098, 0.23799467828871065, 0.010145039194688997, 0.23243780900088348, 0.02605357801252423, 0.23265277066187173, 0.23601981937414024, 0.2284073162262515, 0.23835043216053853, 0.019443565449659417, 0.24058907707527297, 0.014487644695675416]
DHNAOT4	[0.3156109602318995, 0.3132006985232558, 0.32471092804226837, 0.01776478974354465, 0.3192991420508979, 0.01626420866766447, 0.3126692710291226, 0.01743985358845996, 0.3173573680796176, 0.011564342567549152, 0.31698087603829994, 0.0008995632810084, 0.3159736733749911, 0.0110631692310185, 0.31332776076645136, 0.002095304922050366, 0.3177768272573142, 0.017590449580987856, 0.3155782658710565, 0.0191878369784761, 0.3179968858980029, 0.0131050039832991, 0.3159276643305496, 0.0042243978000050956, 0.3128110948927921, 0.013789232154825191, 0.3143641834279626, 0.010979838012578104, 0.31365742424010046, 0.014299164632421407, 0.3163800677358054, 0.018983021448492052, 0.31644912674330405, 0.31438058395442026, 0.01681042969609392, 0.31776082793736365, 0.014508283729206439, 0.31532047390348744, 0.31397834903039856, 0.3163800677358054, 0.31208081097008017, 0.3230620001741256, 0.3222711294940502, 0.011534352140068108, 0.3133619597385882, 0.023795012659144257, 0.3118022136571731, 0.03354692404489747, 0.3254377123956977, 0.3209517300098476, 0.011973047753442973, 0.3191388597821153, 0.01677841957712057, 0.31592616818769714, 0.01149448903239123, 0.3187828229608655, 0.010132211257298436, 0.31856305863535594, 0.02605357801252423, 0.3130796902605342, 0.312703972335837, 0.3149410751541485, 0.31494569943478945, 0.019443565449659417, 0.32529373038490095, 0.018728388866072764]
DHNPA2r	[0.6346880855282867, 0.8418142453930946, 0.6468565513871837, 0.6103526341981321, 0.6424074675567509, 0.2663450560641277, 0.638049968028323, 1.0, 0.642633664913475, 0.09594933746399067, 0.6444359503177742, 0.12947375000570696, 0.6594311490325652, 0.03593517390453126, 0.6344026855951057, 0.4038880901579054, 0.8530948006745955, 0.6840376608084417, 0.7502785564664666, 0.568946107830925, 0.6314427615711429, 0.3186602986522013, 0.6390978372236542, 0.5061246157699529, 0.6456816257062711, 0.3495730033501962, 0.6720370536632703, 0.12638623765722326, 0.6273565235924466, 0.2615655279376407, 0.6457110296490641, 0.08827897927854159, 0.6360645599992405, 0.6564698007875868, 0.22437919458114175, 0.6467900995270656, 0.7970689775836918, 0.6520339197335044, 0.6443594872170141, 0.6264904944154506, 0.6497865946756771, 0.6349647018333957, 0.6329694548759551, 0.08601260741229749, 0.621066973631669, 0.24040055216971365, 0.666749117332099, 1.0, 0.867710030854275, 0.6702515921405792, 0.12456692375425119, 0.6542208391929553, 0.15787388165890656, 0.6230613579809761, 0.10401464334215402, 0.6713653686371986, 0.10876622185332815, 0.6511345462441468, 0.9557206005975485, 0.6594020130875149, 0.6223019331737322, 0.653288072562226, 0.6279248627164664, 0.943829699812095, 0.6556125687238309, 0.4859371758350661]
DHORD2	[0.2907811660451503, 0.2890176245275957, 0.2960306971869207, 0.023998875392254603, 0.29466756566704366, 0.027294454756816144, 0.29568036738049175, 0.06665028671372845, 0.30014543847136876, 0.030340785468142832, 0.2917697331512961, 0.004600072324747026, 0.3058634869595031, 0.013994214699507138, 0.29249356564423645, 0.006979777352013246, 0.29291155032869526, 0.021633965706049793, 0.2967913517163346, 0.02494737876922055, 0.29015416617245837, 0.0131050039832991, 0.2885647709037716, 0.018026623258281627, 0.2902193664269288, 0.027886261984510396, 0.301384119588778, 0.010979838012578104, 0.30244361592228053, 0.030900794583595133, 0.29285642759914404, 0.04017376963142172, 0.2994029703029874, 0.3028527249204467, 0.015681389368146226, 0.29501952220194244, 0.03676093025624166, 0.29627755408790807, 0.29158935791088847, 0.29543829054097276, 0.2930351144142931, 0.28773600357735746, 0.2955568809565406, 0.05393169497758591, 0.29028408369660713, 0.24040055216971365, 0.29531323769183426, 0.09294220816064129, 0.30533196818632546, 0.2923540804786766, 0.05628256640259046, 0.2991900620432473, 0.21619770774319544, 0.2928482921457161, 0.10401464334215402, 0.2913725595899558, 0.047859175122940696, 0.30488776561907155, 0.16056072636777316, 0.29733776649567145, 0.2883825059114183, 0.29446141887454624, 0.2948645432205664, 0.16758495649739588, 0.30946656333050676, 0.11850849081422944]
DAPAT	[0.25072384129953135, 0.25022368916685855, 0.25518309566566794, 0.00744364800543443, 0.2529387774402788, 0.007869059653409675, 0.25248823946024396, 0.007281430091347044, 0.2584283887429009, 0.006543877708268694, 0.2528358869989747, 0.000942735886518684, 0.253868242536994, 0.004619320844855911, 0.25225217506571174, 0.0023253102593790657, 0.250611998771964, 0.009338335070492346, 0.2562246061255526, 0.01024831651562178, 0.252265104277903, 0.006143611707941027, 0.2531787718119777, 0.005348118810767433, 0.25218519065528555, 0.008508476494311985, 0.25436744390462057, 0.004849223861763341, 0.2534608213373907, 0.008244088354074886, 0.25316600512931253, 0.008840617758204834, 0.2511467048873314, 0.2547239134536069, 0.007439332038926326, 0.25529420332234587, 0.004579666346982046, 0.2536170684529433, 0.2557095644501353, 0.251588199998195, 0.24954270287645108, 0.2530260406646565, 0.25683426990681774, 0.006041045216316124, 0.25072260391288065, 0.009252840321070247, 0.2541327260622839, 0.011544319502444764, 0.25685816696466196, 0.2561692994392357, 0.0046425211553970435, 0.25499767544466, 0.008373549768412574, 0.2511499719877322, 0.006622894041974097, 0.25217442301236914, 0.004552058492404052, 0.2569209304974298, 0.009847203335682352, 0.25240172956688134, 0.25165564376795646, 0.2529670219325524, 0.251588199998195, 0.010740195203476575, 0.25553695707108964, 0.008217744675092557]
DAPDC	[0.22970558034441071, 0.22699515239755008, 0.24098782988877868, 0.4798461148743298, 0.23613134884894293, 0.08131394479220212, 0.24327391883725777, 0.13279142566751848, 0.24121645913465195, 1.0, 0.23960874786784, 0.057603696861229944, 0.2521350677229104, 0.5115521405220699, 0.2274223808789625, 0.034428747534988785, 0.23060545411675326, 0.07137821756665531, 0.24967955160526292, 0.04789659547983164, 0.24738545236724052, 0.6403655516077401, 0.240751715021191, 0.09095855972851984, 0.2507553344232689, 0.5559696721633975, 0.2333108958988323, 0.30011801596847093, 0.25327537945183953, 0.32236472227322593, 0.23921105314114807, 0.0844153760896132, 0.23604808886647738, 0.2336855707166051, 0.015681389368146226, 0.2411888364737935, 0.10005485927317627, 0.24491937640346678, 0.24049653202277593, 0.24121916876257038, 0.23874066602391517, 0.2297209522558357, 0.24445136201521794, 0.08601260741229749, 0.23216202551680296, 0.24040055216971365, 0.24902839287684803, 1.0, 0.23627310764109016, 0.23953597267110566, 0.12456692375425119, 0.23789810377310228, 0.21619770774319544, 0.238715002664526, 0.10401464334215402, 0.24838172546084486, 0.10876622185332815, 0.25687875822147704, 0.02605357801252423, 0.24610496006093627, 0.24775135023768338, 0.2402335966130641, 0.2346210745778971, 0.01958341682280315, 0.2411752684476579, 0.4859371758350661]
