gene	transcript_abund
KPN_01297	140.984
KPN_01298	45.395
KPN_01299	72.243
KPN_01300	44.357
KPN_01301	287.804
KPN_01302	217.248
KPN_01303	183.007
KPN_01304	268.998
KPN_01305	316.209
KPN_01306	214.783
KPN_01308	196.106
KPN_01309	143.837
KPN_01310	331.773
KPN_01311	78.987
KPN_01312	169.388
KPN_01313	180.413
KPN_01314	246.56
KPN_01315	170.815
KPN_01316	16.342
KPN_01317	62.515
KPN_01318	187.157
KPN_01319	149.155
KPN_01320	314.523
KPN_01321	111.412
KPN_01322	98.572
KPN_01323	316.598
KPN_01324	274.575
KPN_01325	140.595
KPN_01326	350.968
KPN_01327	99.48
KPN_01328	534.364
KPN_01329	517.892
KPN_01330	249.543
KPN_01331	82.749
KPN_01332	19.974
KPN_01333	50.324
KPN_01334	360.826
KPN_01335	53.177
KPN_01336	156.159
KPN_01337	79.247
KPN_01338	96.108
KPN_01339	68.611
KPN_01340	26.978
KPN_01341	246.819
KPN_01342	693.766
KPN_01343	329.308
KPN_01344	215.951
KPN_01345	96.237
KPN_01346	197.533
KPN_01347	359.529
KPN_01348	11.414
KPN_01349	78.079
KPN_01350	145.783
KPN_01351	120.102
KPN_01352	154.473
KPN_01353	178.338
KPN_01354	188.584
KPN_01355	185.341
KPN_01356	188.324
KPN_01357	180.802
KPN_01358	185.601
KPN_01359	112.32
KPN_01360	212.189
KPN_01361	239.815
KPN_01362	164.589
KPN_01363	209.466
KPN_01364	136.574
KPN_01365	254.342
KPN_01366	125.679
KPN_01367	96.627
KPN_01368	282.746
KPN_01369	151.49
KPN_01370	40.207
KPN_01371	224.122
KPN_01372	151.749
KPN_01373	200.127
KPN_01374	280.93
KPN_01375	190.918
KPN_01376	252.785
KPN_01377	42.801
KPN_01378	52.269
KPN_01379	62.126
KPN_01380	124.253
KPN_01381	41.245
KPN_01382	203.759
KPN_01383	639.162
KPN_01384	71.984
KPN_01385	62.515
KPN_01386	34.76
KPN_01387	182.099
KPN_01388	94.292
KPN_01389	161.606
KPN_01390	181.061
KPN_01391	151.749
KPN_01392	40.207
KPN_01393	50.064
KPN_01394	54.344
KPN_01395	381.707
KPN_01396	88.974
KPN_01397	25.81
KPN_01398	46.822
KPN_01399	120.88
KPN_01400	69.519
KPN_01401	154.213
KPN_01402	78.209
KPN_01403	80.025
KPN_01404	55.771
KPN_01405	128.014
KPN_01406	35.797
KPN_01407	36.446
KPN_01408	106.224
KPN_01409	75.875
KPN_01410	28.664
KPN_01411	100.647
KPN_01412	206.223
KPN_01413	266.274
KPN_01414	292.085
KPN_01415	209.595
KPN_01416	156.029
KPN_01417	158.364
KPN_01418	73.021
KPN_01419	42.801
KPN_01420	82.489
KPN_01421	59.921
KPN_01422	77.561
KPN_01423	112.32
KPN_01424	79.247
KPN_01425	190.529
KPN_01426	99.999
KPN_01427	73.929
KPN_01428	640.199
KPN_01429	67.833
KPN_01430	95.978
KPN_01431	98.313
KPN_01432	634.882
KPN_01433	543.573
KPN_01434	174.057
KPN_01435	34.76
KPN_01436	55.901
KPN_01437	84.824
KPN_01438	85.083
KPN_01439	222.954
KPN_01440	283.913
KPN_01441	101.425
KPN_01442	134.499
KPN_01443	138.131
KPN_01444	90.531
KPN_01445	236.184
KPN_01446	723.726
KPN_01447	50.064
KPN_01448	89.234
KPN_01449	204.407
KPN_01450	101.685
KPN_01451	543.703
KPN_01452	37.483
KPN_01453	65.888
KPN_01454	184.433
KPN_01455	307.778
KPN_01456	181.71
KPN_01457	151.36
KPN_01458	169.907
KPN_01459	178.727
KPN_01460	310.761
KPN_01461	186.249
KPN_01462	258.233
KPN_01463	88.455
KPN_01464	236.832
KPN_01465	166.924
KPN_01466	200.905
KPN_01467	463.937
KPN_01468	420.877
KPN_01469	190.659
KPN_01470	57.717
KPN_01471	154.084
KPN_01472	101.685
KPN_01473	219.582
KPN_01474	155.64
KPN_01475	161.477
KPN_01476	292.733
KPN_01477	86.51
KPN_01478	246.171
KPN_01479	269.776
KPN_01480	190.27
KPN_01481	122.696
KPN_01482	84.694
KPN_01483	123.993
KPN_01484	801.806
KPN_01485	138.001
KPN_01486	283.135
KPN_01487	221.657
KPN_01488	338.777
KPN_01489	87.029
KPN_01490	182.229
KPN_01491	191.826
KPN_01492	267.96
KPN_01493	248.894
KPN_01494	212.838
KPN_01496	276.002
KPN_01497	210.633
KPN_01498	294.679
KPN_01499	270.814
KPN_01500	163.681
KPN_01501	289.231
KPN_01502	204.537
KPN_01503	33.981
KPN_01504	80.155
KPN_01505	47.47
KPN_01506	247.338
KPN_01507	71.594
KPN_01508	97.924
KPN_01509	40.726
KPN_01510	211.541
KPN_01511	239.297
KPN_01512	324.639
KPN_01513	209.336
KPN_01514	321.137
KPN_01515	241.761
KPN_01516	341.111
KPN_01517	290.528
KPN_01518	190.918
KPN_01519	266.015
KPN_01520	73.151
KPN_01521	146.431
KPN_01522	67.314
KPN_01523	147.339
KPN_01524	283.006
KPN_01525	195.328
KPN_01526	318.803
KPN_01527	284.951
KPN_01528	38.521
KPN_01529	200.516
KPN_01530	95.459
KPN_01531	107.262
KPN_01532	312.577
KPN_01533	295.976
KPN_01534	268.349
KPN_01535	185.212
KPN_01536	114.655
KPN_01537	164.719
KPN_01538	140.076
KPN_01539	133.072
KPN_01540	246.56
KPN_01541	278.336
KPN_01542	156.159
KPN_01543	78.728
KPN_01544	254.212
KPN_01545	67.833
KPN_01546	339.944
KPN_01547	295.327
KPN_01548	569.772
KPN_01549	194.55
KPN_01550	140.595
KPN_01551	331.902
KPN_01552	71.465
KPN_01553	196.366
KPN_01554	337.48
KPN_01555	79.766
KPN_01556	249.802
KPN_01557	189.232
KPN_01558	183.785
KPN_01559	125.809
KPN_01560	162.644
KPN_01561	170.685
KPN_01562	171.334
KPN_01563	339.295
KPN_01564	210.503
KPN_01565	72.632
KPN_01566	67.574
KPN_01567	165.108
KPN_01568	20.493
KPN_01569	84.954
KPN_01570	305.703
KPN_01571	18.288
KPN_01572	255.898
KPN_01573	184.952
KPN_01574	250.581
KPN_01575	141.892
KPN_01576	265.885
KPN_01577	124.512
KPN_01578	175.354
KPN_01579	125.809
KPN_01580	499.345
KPN_01581	57.068
KPN_01582	143.708
KPN_01583	115.303
KPN_01584	72.373
KPN_01585	65.888
KPN_01586	261.346
KPN_01587	302.59
KPN_01588	90.271
KPN_01589	140.076
KPN_01590	155.51
KPN_01591	419.969
KPN_01592	78.339
KPN_01593	171.334
KPN_01594	137.223
KPN_01595	134.369
KPN_01596	99.091
KPN_01597	103.63
KPN_01598	248.246
KPN_01599	124.253
KPN_01600	192.345
KPN_01601	278.077
KPN_01602	154.213
KPN_01603	126.198
KPN_01604	257.973
KPN_01605	183.915
KPN_01606	147.728
KPN_01607	176.911
KPN_01608	56.29
KPN_01609	259.919
KPN_01610	640.199
KPN_01611	218.026
KPN_01612	28.923
KPN_01613	39.04
KPN_01614	226.327
KPN_01615	226.197
KPN_01616	248.376
KPN_01617	323.602
KPN_01618	220.101
KPN_01619	162.255
KPN_01620	84.954
KPN_01621	247.208
KPN_01622	182.877
KPN_01623	43.839
KPN_01624	77.431
KPN_01625	87.937
KPN_01626	21.141
KPN_01627	135.407
KPN_01628	245.393
KPN_01629	161.995
KPN_01630	39.559
KPN_01631	17.639
KPN_01632	193.772
KPN_01633	97.016
KPN_01634	179.116
KPN_01635	284.692
KPN_01636	193.123
KPN_01637	74.967
KPN_01638	293.511
KPN_01639	106.743
KPN_01640	297.662
KPN_01641	19.585
KPN_01642	18.288
KPN_01643	147.21
KPN_01644	76.393
KPN_01645	64.85
KPN_01646	163.552
KPN_01647	59.014
KPN_01648	242.669
KPN_01649	82.878
KPN_01650	237.221
KPN_01651	170.945
KPN_01652	134.758
KPN_01653	160.958
KPN_01654	164.33
KPN_01655	209.466
KPN_01656	57.327
KPN_01657	62.775
KPN_01658	153.565
KPN_01659	193.512
KPN_01660	252.915
KPN_01661	202.202
KPN_01662	187.935
KPN_01663	235.795
KPN_01664	283.265
KPN_01665	101.166
KPN_01666	65.628
KPN_01667	58.624
KPN_01668	268.22
KPN_01669	264.329
KPN_01670	204.537
KPN_01671	513.742
KPN_01672	140.595
KPN_01673	114.395
KPN_01674	159.142
KPN_01675	43.839
KPN_01676	50.194
KPN_01677	341.76
KPN_01678	190.789
KPN_01679	27.626
KPN_01680	91.828
KPN_01681	286.248
KPN_01682	271.073
KPN_01683	313.615
KPN_01684	142.929
KPN_01685	180.932
KPN_01686	26.978
KPN_01687	170.296
KPN_01688	237.351
KPN_01689	240.075
KPN_01690	273.019
KPN_01691	178.338
KPN_01692	273.019
KPN_01693	244.355
KPN_01694	149.414
KPN_01695	326.455
KPN_01696	318.414
KPN_01697	79.506
KPN_01698	273.667
KPN_01699	183.655
KPN_01700	133.721
KPN_01701	161.866
KPN_01702	152.916
KPN_01703	309.205
KPN_01704	157.845
KPN_01705	187.417
KPN_01706	53.696
KPN_01707	223.992
KPN_01708	75.226
KPN_01709	200.646
KPN_01710	207.261
KPN_01711	17.12
KPN_01712	25.162
KPN_01713	132.164
KPN_01714	61.218
KPN_01715	108.04
KPN_01716	241.891
KPN_01717	202.202
KPN_01718	177.689
KPN_01719	23.605
KPN_01720	105.835
KPN_01721	255.509
KPN_01722	413.224
KPN_01723	251.229
KPN_01724	269.257
KPN_01725	95.719
KPN_01726	77.301
KPN_01727	130.608
KPN_01728	173.668
KPN_01729	178.208
KPN_01730	194.55
KPN_01731	209.725
KPN_01732	158.753
KPN_01733	200.776
KPN_01734	220.62
KPN_01735	234.238
KPN_01736	147.858
KPN_01737	186.249
KPN_01738	184.433
KPN_01739	248.505
KPN_01740	126.328
KPN_01741	225.678
KPN_01742	63.294
KPN_01743	95.459
KPN_01744	130.997
KPN_01745	257.973
KPN_01746	53.566
KPN_01747	88.326
KPN_01748	216.599
KPN_01749	49.027
KPN_01750	265.885
KPN_01751	108.948
KPN_01752	119.324
KPN_01753	228.921
KPN_01754	187.027
KPN_01755	251.748
KPN_01756	329.568
KPN_01757	226.845
KPN_01758	102.722
KPN_01759	181.71
KPN_01760	199.608
KPN_01761	256.547
KPN_01762	254.601
KPN_01763	151.36
KPN_01764	134.758
KPN_01765	135.147
KPN_01766	158.753
KPN_01767	171.593
KPN_01768	325.158
KPN_01769	37.094
KPN_01770	288.194
KPN_01771	77.69
KPN_01772	85.083
KPN_01773	228.531
KPN_01774	114.395
KPN_01775	214.135
KPN_01776	320.878
KPN_01777	259.919
KPN_01778	83.397
KPN_01779	201.165
KPN_01780	162.255
KPN_01781	146.82
KPN_01782	152.787
KPN_01783	103.371
KPN_01784	127.365
KPN_01785	155.51
KPN_01786	161.995
KPN_01787	191.048
KPN_01788	151.101
KPN_01789	145.523
KPN_01790	305.703
KPN_01791	269.387
KPN_01792	133.461
KPN_01793	347.077
KPN_01794	257.584
KPN_01795	213.746
KPN_01796	192.215
KPN_01797	240.334
KPN_01798	230.218
KPN_01799	141.762
KPN_01800	147.599
KPN_01801	150.193
KPN_01802	284.562
KPN_01803	302.071
KPN_01804	181.191
KPN_01805	238.259
KPN_01806	276.391
KPN_01807	150.452
KPN_01808	207.39
KPN_01809	208.687
KPN_01810	188.584
KPN_01811	154.084
KPN_01812	233.979
KPN_01813	468.217
KPN_01814	150.711
KPN_01815	404.924
KPN_01816	97.016
KPN_01817	87.677
KPN_01818	190.27
KPN_01819	450.448
KPN_01820	203.11
KPN_01821	130.608
KPN_01822	287.026
KPN_01823	63.034
KPN_01824	179.375
KPN_01825	471.46
KPN_01826	187.157
KPN_01827	156.159
KPN_01828	36.186
KPN_01829	139.428
KPN_01830	176.003
KPN_01831	90.92
KPN_01832	30.09
KPN_01833	85.343
KPN_01834	103.63
KPN_01835	93.125
KPN_01836	19.714
KPN_01837	203.24
KPN_01838	332.292
KPN_01839	36.316
KPN_01840	102.982
KPN_01841	37.483
KPN_01842	186.638
KPN_01843	50.064
KPN_01844	182.488
KPN_01845	173.409
KPN_01846	30.48
KPN_01847	349.282
KPN_01848	140.076
KPN_01849	138.779
KPN_01850	352.654
KPN_01851	194.55
KPN_01852	122.307
KPN_01853	212.578
KPN_01854	331.124
KPN_01855	192.215
KPN_01856	173.02
KPN_01857	333.848
KPN_01858	202.851
KPN_01859	222.565
KPN_01860	236.313
KPN_01861	89.234
KPN_01862	168.351
KPN_01863	47.341
KPN_01864	64.85
KPN_01865	134.24
KPN_01866	180.932
KPN_01867	497.4
KPN_01868	179.894
KPN_01869	157.067
KPN_01870	207.001
KPN_01871	98.053
KPN_01872	282.876
KPN_01873	189.103
KPN_01874	58.106
KPN_01875	242.02
KPN_01876	183.136
KPN_01877	305.184
KPN_01878	116.86
KPN_01879	226.327
KPN_01880	771.326
KPN_01881	317.765
KPN_01882	141.762
KPN_01883	138.649
KPN_01884	171.982
KPN_01885	351.098
KPN_01886	197.274
KPN_01887	142.8
KPN_01888	118.546
KPN_01889	167.313
KPN_01890	322.305
KPN_01891	283.654
KPN_01892	331.254
KPN_01893	39.04
KPN_01894	59.792
KPN_01895	46.173
KPN_01896	126.328
KPN_01897	183.007
KPN_01898	159.401
KPN_01899	188.065
KPN_01900	102.982
KPN_01901	190.529
KPN_01902	229.31
KPN_01903	204.926
KPN_01904	113.488
KPN_01905	180.542
KPN_01906	296.883
KPN_01907	41.374
KPN_01908	217.118
KPN_01909	432.679
KPN_01910	350.45
KPN_01911	62.515
KPN_01912	191.308
KPN_01913	214.783
KPN_01914	119.065
KPN_01915	105.965
KPN_01916	90.66
KPN_01917	48.897
KPN_01918	327.233
KPN_01919	293.252
KPN_01920	153.954
KPN_01921	30.739
KPN_01922	50.453
KPN_01923	24.254
KPN_01924	299.477
KPN_01925	164.071
KPN_01926	190.14
KPN_01927	209.076
KPN_01928	235.276
KPN_01929	296.494
KPN_01930	286.637
KPN_01931	206.482
KPN_01932	25.292
KPN_01933	25.162
KPN_01934	402.2
KPN_01935	114.914
KPN_01936	238.778
KPN_01937	169.907
KPN_01938	183.655
KPN_01939	138.52
KPN_01940	120.88
KPN_01941	204.926
KPN_01942	199.479
KPN_01943	116.989
KPN_01944	332.94
KPN_01945	222.436
KPN_01946	309.464
KPN_01947	277.428
KPN_01948	150.971
KPN_01949	127.106
KPN_01950	188.324
KPN_01951	498.956
KPN_01952	228.921
KPN_01953	55.901
KPN_01954	108.17
KPN_01955	36.835
KPN_01956	78.469
KPN_01957	235.535
KPN_01958	205.056
KPN_01959	213.097
KPN_01960	27.496
KPN_01961	280.282
KPN_01962	45.006
KPN_01963	89.623
KPN_01964	117.508
KPN_01965	119.065
KPN_01966	441.629
KPN_01967	213.875
KPN_01968	131.127
KPN_01969	141.762
KPN_01970	129.83
KPN_01971	51.491
KPN_01972	303.628
KPN_01973	124.123
KPN_01974	175.225
KPN_01975	269.517
KPN_01976	134.888
KPN_01977	72.891
KPN_01978	229.828
KPN_01979	93.125
KPN_01980	240.594
KPN_01981	93.643
KPN_01982	41.763
KPN_01983	182.358
KPN_01984	415.689
KPN_01985	105.965
KPN_01986	184.563
KPN_01987	49.805
KPN_01988	121.788
KPN_01989	224.381
KPN_01990	84.435
KPN_01991	131.905
KPN_01992	73.67
KPN_01993	154.213
KPN_01994	124.123
KPN_01995	239.167
KPN_01996	210.373
KPN_01997	205.445
KPN_01998	254.082
KPN_01999	209.855
KPN_02000	129.7
KPN_02001	280.412
KPN_02002	58.754
KPN_02003	16.342
KPN_02004	117.508
KPN_02008	151.101
KPN_02009	188.714
KPN_02010	197.533
KPN_02011	105.316
KPN_02012	116.471
KPN_02013	41.634
KPN_02014	132.813
KPN_02015	129.181
KPN_02016	142.8
KPN_02017	77.82
KPN_02018	119.194
KPN_02019	335.404
KPN_02020	196.366
KPN_02021	193.253
KPN_02022	200.257
KPN_02023	199.608
KPN_02024	108.689
KPN_02025	98.961
KPN_02026	301.553
KPN_02027	190.4
KPN_02028	204.018
KPN_02029	180.932
KPN_02030	66.536
KPN_02031	202.202
KPN_02032	289.361
KPN_02033	193.383
KPN_02034	182.618
KPN_02035	183.396
KPN_02036	263.68
KPN_02037	97.664
KPN_02038	179.764
KPN_02039	202.591
KPN_02040	169.648
KPN_02041	166.794
KPN_02042	291.047
KPN_02043	95.459
KPN_02044	86.51
KPN_02045	67.185
KPN_02046	277.558
KPN_02047	197.144
KPN_02048	241.372
KPN_02049	49.156
KPN_02050	154.084
KPN_02051	29.572
KPN_02052	180.024
KPN_02053	143.189
KPN_02054	133.85
KPN_02055	242.928
KPN_02056	188.195
KPN_02057	157.326
KPN_02058	178.208
KPN_02059	138.649
KPN_02060	345.132
KPN_02061	156.029
KPN_02062	131.127
KPN_02063	109.856
KPN_02064	642.015
KPN_02065	70.816
KPN_02066	149.414
KPN_02067	216.08
KPN_02068	201.035
KPN_02069	212.449
KPN_02070	74.059
KPN_02071	78.469
KPN_02072	96.497
KPN_02073	170.945
KPN_02074	93.125
KPN_02075	112.839
KPN_02076	401.422
KPN_02077	93.643
KPN_02078	46.692
KPN_02079	149.674
KPN_02080	134.499
KPN_02081	127.236
KPN_02082	276.521
KPN_02083	366.273
KPN_02084	152.138
KPN_02085	75.875
KPN_02086	220.62
KPN_02087	364.327
KPN_02088	228.661
KPN_02089	220.231
KPN_02090	440.332
KPN_02091	237.092
KPN_02092	245.652
KPN_02093	87.937
KPN_02094	251.748
KPN_02095	79.247
KPN_02096	124.253
KPN_02097	146.561
KPN_02098	156.678
KPN_02099	149.674
KPN_02100	184.174
KPN_02101	199.479
KPN_02102	213.875
KPN_02103	209.984
KPN_02104	166.665
KPN_02105	424.379
KPN_02106	158.493
KPN_02107	202.591
KPN_02108	213.486
KPN_02109	191.826
KPN_02110	234.238
KPN_02111	219.582
KPN_02112	183.007
KPN_02113	121.399
KPN_02114	325.547
KPN_02115	147.21
KPN_02116	245.133
KPN_02117	207.65
KPN_02118	194.68
KPN_02119	164.719
KPN_02120	178.467
KPN_02121	191.567
KPN_02122	341.5
KPN_02123	165.497
KPN_02124	218.155
KPN_02125	206.223
KPN_02126	151.879
KPN_02127	151.619
KPN_02128	170.426
KPN_02129	271.722
KPN_02130	378.205
KPN_02131	131.127
KPN_02132	42.931
KPN_02133	298.051
KPN_02134	51.102
KPN_02135	206.612
KPN_02136	83.657
KPN_02137	250.581
KPN_02138	261.735
KPN_02139	155.121
KPN_02140	308.556
KPN_02141	77.172
KPN_02142	40.077
KPN_02143	243.188
KPN_02144	637.216
KPN_02145	226.975
KPN_02146	108.429
KPN_02147	203.37
KPN_02148	186.379
KPN_02149	198.571
KPN_02150	212.189
KPN_02151	154.862
KPN_02152	211.8
KPN_02153	200.127
KPN_02154	14.137
KPN_02155	65.499
KPN_02156	53.177
KPN_02157	83.267
KPN_02158	627.748
KPN_02159	227.494
KPN_02160	498.437
KPN_02161	173.02
KPN_02162	214.264
KPN_02163	45.136
KPN_02164	296.883
KPN_02165	95.719
KPN_02166	153.435
KPN_02167	112.58
KPN_02168	163.811
KPN_02169	202.462
KPN_02170	293.511
KPN_02171	186.638
KPN_02172	255.509
KPN_02173	71.594
KPN_02174	64.072
KPN_02175	497.529
KPN_02176	200.127
KPN_02177	76.782
KPN_02178	46.044
KPN_02179	73.281
KPN_02180	390.527
KPN_02181	48.638
KPN_02182	146.82
KPN_02183	190.918
KPN_02184	57.457
KPN_02185	189.881
KPN_02186	152.657
KPN_02187	59.143
KPN_02188	132.164
KPN_02189	34.889
KPN_02190	298.44
KPN_02191	67.833
KPN_02192	168.869
KPN_02193	212.319
KPN_02194	211.152
KPN_02195	186.379
KPN_02196	187.806
KPN_02197	342.927
KPN_02198	132.424
KPN_02199	559.007
KPN_02200	108.3
KPN_02201	86.64
KPN_02202	189.362
KPN_02203	210.503
KPN_02204	184.044
KPN_02205	72.891
KPN_02206	172.631
KPN_02209	90.012
KPN_02210	111.283
KPN_02211	140.465
KPN_02212	147.988
KPN_02213	318.154
KPN_02214	776.644
KPN_02215	285.34
KPN_02216	364.327
KPN_02217	133.461
KPN_02218	281.19
KPN_02219	533.327
KPN_02220	843.829
KPN_02221	161.087
KPN_02222	180.153
KPN_02223	275.742
KPN_02224	242.928
KPN_02225	71.854
KPN_02226	49.156
KPN_02227	135.537
KPN_02228	51.75
KPN_02229	224.77
KPN_02230	180.413
KPN_02231	166.665
KPN_02232	78.987
KPN_02233	173.15
KPN_02234	222.046
KPN_02235	255.509
KPN_02236	124.123
KPN_02237	175.614
KPN_02238	198.7
KPN_02239	339.425
KPN_02240	213.746
KPN_02241	59.273
KPN_02242	119.065
KPN_02243	229.828
KPN_02244	66.796
KPN_02245	104.538
KPN_02246	64.591
KPN_02247	289.62
KPN_02248	108.818
KPN_02249	213.616
KPN_02250	362.641
KPN_02251	701.807
KPN_02252	237.092
KPN_02253	52.918
KPN_02254	53.047
KPN_02255	69.39
KPN_02256	182.877
KPN_02257	181.45
KPN_02258	61.608
KPN_02259	242.928
KPN_02260	36.446
KPN_02261	102.593
KPN_02262	104.538
KPN_02263	276.91
KPN_02264	103.241
KPN_02265	30.739
KPN_02266	102.722
KPN_02267	103.63
KPN_02268	277.428
KPN_02269	39.948
KPN_02270	66.406
KPN_02271	102.982
KPN_02272	282.098
KPN_02273	510.889
KPN_02274	350.45
KPN_02275	281.319
KPN_02276	49.935
KPN_02277	129.441
KPN_02278	162.125
KPN_02279	98.053
KPN_02280	182.358
KPN_02281	163.552
KPN_02282	285.34
KPN_02283	187.935
KPN_02284	96.627
KPN_02285	335.404
KPN_02286	181.45
KPN_02287	147.339
KPN_02288	178.078
KPN_02289	263.68
KPN_02290	198.96
KPN_02291	218.934
KPN_02292	473.405
KPN_02293	247.857
KPN_02294	273.278
KPN_02295	202.332
KPN_02296	192.994
KPN_02297	24.254
KPN_02298	207.909
KPN_02299	151.49
KPN_02300	166.535
KPN_02301	190.4
KPN_02302	294.808
KPN_02303	358.491
KPN_02304	435.533
KPN_02305	102.722
KPN_02306	185.601
KPN_02307	357.453
KPN_02308	223.733
KPN_02309	271.333
KPN_02310	335.275
KPN_02311	148.636
KPN_02312	328.66
KPN_02313	98.053
KPN_02314	69.779
KPN_02315	91.049
KPN_02316	134.11
KPN_02317	58.365
KPN_02318	143.319
KPN_02319	170.945
KPN_02320	57.587
KPN_02321	226.975
KPN_02322	351.617
KPN_02323	118.805
KPN_02324	142.022
KPN_02325	392.343
KPN_02326	71.335
KPN_02327	37.224
KPN_02328	276.91
KPN_02329	117.508
KPN_02330	273.278
KPN_02331	325.807
KPN_02332	320.229
KPN_02333	204.278
KPN_02334	168.869
KPN_02335	181.45
KPN_02336	92.346
KPN_02337	108.04
KPN_02338	161.087
KPN_02339	358.621
KPN_02340	45.525
KPN_02341	60.7
KPN_02342	49.545
KPN_02343	166.794
KPN_02344	278.855
KPN_02345	183.655
KPN_02346	428.918
KPN_02347	142.67
KPN_02348	100.907
KPN_02349	254.472
KPN_02350	539.682
KPN_02351	284.821
KPN_02352	50.324
KPN_02353	39.299
KPN_02354	133.721
KPN_02355	198.441
KPN_02356	69.519
KPN_02357	177.17
KPN_02358	77.042
KPN_02359	47.081
KPN_02360	135.277
KPN_02361	415.17
KPN_02362	135.147
KPN_02363	69.908
KPN_02364	239.815
KPN_02365	129.959
KPN_02366	370.423
KPN_02367	307.389
KPN_02368	183.915
KPN_02369	299.737
KPN_02370	199.608
KPN_02371	257.325
KPN_02372	185.99
KPN_02373	153.305
KPN_02374	159.531
KPN_02375	205.056
KPN_02376	124.512
KPN_02377	106.224
KPN_02378	152.527
KPN_02379	91.179
KPN_02380	372.758
KPN_02381	114.136
KPN_02382	167.443
KPN_02383	80.933
KPN_02384	153.046
KPN_02385	205.315
KPN_02386	151.619
KPN_02387	115.303
KPN_02388	358.102
KPN_02389	232.033
KPN_02390	325.807
KPN_02391	88.974
KPN_02392	298.31
KPN_02393	162.514
KPN_02394	199.738
KPN_02395	310.243
KPN_02396	200.516
KPN_02397	96.108
KPN_02398	320.489
KPN_02399	291.436
KPN_02400	130.219
KPN_02401	61.997
KPN_02402	104.279
KPN_02403	48.897
KPN_02404	247.338
KPN_02405	136.055
KPN_02406	97.145
KPN_02410	111.412
KPN_02411	365.754
KPN_02412	149.933
KPN_02413	45.784
KPN_02414	143.448
KPN_02415	154.343
KPN_02416	135.796
KPN_02417	200.646
KPN_02418	168.351
KPN_02419	310.761
KPN_02420	89.363
KPN_02421	126.976
KPN_02422	40.466
KPN_02423	45.265
KPN_02424	343.446
KPN_02425	187.027
KPN_02426	186.12
KPN_02427	101.296
KPN_02428	291.695
KPN_02429	143.967
KPN_02430	232.941
KPN_02432	166.794
KPN_02434	141.114
KPN_02435	192.475
KPN_02436	195.847
KPN_02437	187.676
KPN_02439	334.237
KPN_02440	144.745
KPN_02441	201.684
KPN_02442	49.545
KPN_02443	333.718
KPN_02444	50.194
KPN_02445	300.774
KPN_02447	294.808
KPN_02449	226.327
KPN_02450	198.83
KPN_02451	174.447
KPN_02452	188.584
KPN_02453	50.453
KPN_02454	67.444
KPN_02455	368.867
KPN_02456	78.339
KPN_02457	36.705
KPN_02458	270.036
KPN_02459	151.49
KPN_02460	194.939
KPN_02461	79.117
KPN_02462	226.975
KPN_02463	218.804
KPN_02464	150.063
KPN_02465	69.13
KPN_02466	204.018
KPN_02467	96.627
KPN_02468	238.648
KPN_02469	291.695
KPN_02470	430.993
KPN_02471	62.775
KPN_02472	281.968
KPN_02473	182.229
KPN_02474	168.61
KPN_02475	183.526
KPN_02476	266.663
KPN_02477	216.729
KPN_02478	217.896
KPN_02479	120.232
KPN_02480	149.025
KPN_02481	159.531
KPN_02482	122.307
KPN_02483	346.169
KPN_02484	732.935
KPN_02485	271.981
KPN_02486	169.518
KPN_02487	168.48
KPN_02488	113.228
KPN_02489	181.191
KPN_02490	177.041
KPN_02491	220.231
KPN_02492	207.52
KPN_02493	243.058
KPN_02494	113.358
KPN_02495	181.45
KPN_02496	180.542
KPN_02497	217.507
KPN_02498	20.752
KPN_02499	290.009
KPN_02500	308.686
KPN_02501	228.661
KPN_02502	334.237
KPN_02503	230.736
KPN_02504	178.727
KPN_02505	174.317
KPN_02506	178.856
KPN_02507	218.155
KPN_02508	185.082
KPN_02509	294.808
KPN_02510	443.834
KPN_02511	89.363
KPN_02512	231.515
KPN_02513	293.9
KPN_02514	129.57
KPN_02515	188.973
KPN_02516	333.329
KPN_02517	374.055
KPN_02518	118.546
KPN_02519	131.127
KPN_02520	172.76
KPN_02521	282.357
KPN_02522	397.79
KPN_02523	143.708
KPN_02524	125.031
KPN_02525	250.581
KPN_02526	254.472
KPN_02527	642.404
KPN_02528	634.104
KPN_02529	291.436
KPN_02530	301.942
KPN_02531	147.469
KPN_02532	277.818
KPN_02533	183.007
KPN_02534	157.715
KPN_02535	172.371
KPN_02536	186.249
KPN_02537	212.578
KPN_02538	333.459
KPN_02539	234.887
KPN_02540	134.629
KPN_02541	262.902
KPN_02542	300.256
KPN_02543	279.504
KPN_02544	193.512
KPN_02545	205.834
KPN_02546	148.896
KPN_02547	328.011
KPN_02548	262.643
KPN_02549	222.825
KPN_02550	163.811
KPN_02551	157.326
KPN_02552	84.824
KPN_02553	185.601
KPN_02554	372.369
KPN_02555	276.002
KPN_02556	183.526
KPN_02557	64.331
KPN_02558	94.033
KPN_02559	216.858
KPN_02560	418.672
KPN_02561	95.589
KPN_02562	146.172
KPN_02563	354.341
KPN_02564	150.971
KPN_02565	192.994
KPN_02566	237.481
KPN_02567	187.935
KPN_02568	470.941
KPN_02569	359.918
KPN_02570	111.672
KPN_02571	160.958
KPN_02572	106.613
KPN_02573	195.069
KPN_02574	112.32
KPN_02575	116.6
KPN_02576	296.365
KPN_02577	285.6
KPN_02578	381.448
KPN_02579	170.166
KPN_02580	271.073
KPN_02581	190.4
KPN_02582	81.711
