reaction	linear_coefficient
G3PD6	0.5
INSK	0.5
GSNK	0.5
G5SD	0.5
G6PDA	0.5
GSPMDS	0.5
GSPMDA	0.5
G6PDH2r	0.5
GALCTD	0.5
MDH	0.5
GTHOr	0.5
MDH3	0.5
MDH2	0.5
GTHRDHpp	0.5
GALCTND	0.5
GTHRDabcpp	0.5
ME1	0.5
ME2	0.5
GALCTNLt2pp	0.5
GALCTNt2pp	0.5
MECDPDH2	0.5
GTHS	0.5
GLCRt2rpp	0.5
GALCTt2rpp	0.5
GLYCAt2rpp	0.5
GTPCI	0.5
MECDPS	0.5
GTPCII2	0.5
MELIBt2pp	0.5
MEPCT	0.5
GALKr	0.5
GTPDPDP	0.5
GALM2pp	0.5
METAT	0.5
GUAD	0.5
GUAPRT	0.5
XPPT	0.5
HXPRT	0.5
METDabcpp	0.5
METabcpp	0.5
MLTG3	0.5
MLTG1	0.5
GALS3	0.5
MLTG2	0.5
MLTG4	0.5
MLTG5	0.5
GUAtpp	0.5
METS	0.5
GUI1	0.5
GUI2	0.5
H2Otpp	0.5
HADPCOADH	0.5
HBZOPT	0.5
METTRS	0.5
HCINNMt2rpp	0.5
HPPPNt2rpp	0.5
NI2uabcpp	0.5
MG2uabcpp	0.5
MGSA	0.5
MI1PP	0.5
GALURt2rpp	0.5
GLCURt2rpp	0.5
GALUi	0.5
HCO3E	0.5
GALabcpp	0.5
GLCabcpp	0.5
MLTGY4pp	0.5
MLTGY1pp	0.5
MLTGY3pp	0.5
MLTGY2pp	0.5
HCYSMT2	0.5
HCYSMT	0.5
HEMEOS	0.5
GLCt2pp	0.5
GALt2pp	0.5
HEPT1	0.5
GAPD	0.5
GARFT	0.5
HEPT2	0.5
HEPT3	0.5
HETZK	0.5
GCALDD	0.5
LCADi	0.5
HEX1	0.5
GDPDPK	0.5
PPGPPDP	0.5
MMETt2pp	0.5
HEX7	0.5
MMSAD2	0.5
GTPDPK	0.5
GDPMNP	0.5
MMSAD3	0.5
HHDDI	0.5
HISDr	0.5
HISTD	0.5
MNNH	0.5
IGPDH	0.5
HISTP	0.5
HISTRS	0.5
MOAT	0.5
MOAT2	0.5
TSULabcpp	0.5
MOBDabcpp	0.5
SULabcpp	0.5
PGI	0.5
HISt2rpp	0.5
TRPt2rpp	0.5
PGK	0.5
HKNDDH	0.5
HKNTDH	0.5
PGL	0.5
HMBS	0.5
PGLYCP	0.5
PGM	0.5
TUNGSabcpp	0.5
HMPK1	0.5
PMPK	0.5
HOMt2pp	0.5
PGMT	0.5
THRt2pp	0.5
HOPNTAL	0.5
HPA3MO	0.5
PGPP181	0.5
PGPP160pp	0.5
PGPP181pp	0.5
PGPP161	0.5
PGPP141	0.5
PGPP120	0.5
PGPP161pp	0.5
PGPP120pp	0.5
PGPP180	0.5
PGPP141pp	0.5
PGPP140	0.5
PGPP140pp	0.5
PGPP180pp	0.5
PGPP160	0.5
MOHMT	0.5
MTHFD	0.5
MTHFC	0.5
PGSA180	0.5
PGSA140	0.5
PGSA161	0.5
PGSA120	0.5
PGSA141	0.5
PGSA181	0.5
PGSA160	0.5
PHACOAOR	0.5
HPACt2r	0.5
MTHFR2	0.5
HPPK2	0.5
HSK	0.5
HSST	0.5
MTRI	0.5
MTRK	0.5
HSTPT	0.5
SARCOX	0.5
MTRPOX	0.5
PHEMEabcpp	0.5
ICDHyr	0.5
MUCCYCI	0.5
ICHORS_copy1	0.5
MUCLI	0.5
NADDP	0.5
ICHORS_copy2	0.5
PHETRS	0.5
NADH9	0.5
NADH5	0.5
NADH10	0.5
ICHORT	0.5
ICL	0.5
NADH18pp	0.5
NADH17pp	0.5
NADH16pp	0.5
IG3PS	0.5
PIt2rpp	0.5
PIuabcpp	0.5
PRAIi	0.5
IGPS	0.5
VALTA	0.5
ILETA	0.5
ILETRS	0.5
ILEt2rpp	0.5
VALt2rpp	0.5
LEUt2rpp	0.5
IMPD	0.5
PLIPA2G181pp	0.5
PLIPA2A120pp	0.5
PLIPA1E140pp	0.5
PLIPA2A141pp	0.5
PLIPA2E180pp	0.5
PLIPA2A140pp	0.5
PLIPA1A181pp	0.5
PLIPA2E181pp	0.5
PLIPA1E120pp	0.5
PLIPA2A161pp	0.5
PLIPA2G120pp	0.5
PLIPA1E141pp	0.5
PLIPA1E160pp	0.5
PLIPA2A160pp	0.5
PLIPA2G140pp	0.5
PLIPA2G161pp	0.5
PLIPA2A180pp	0.5
PLIPA2G141pp	0.5
PLIPA1A120pp	0.5
PLIPA2G160pp	0.5
PLIPA1A140pp	0.5
PLIPA1E161pp	0.5
PLIPA2E120pp	0.5
PLIPA1E180pp	0.5
PLIPA1E181pp	0.5
PLIPA2A181pp	0.5
PLIPA2G180pp	0.5
PLIPA1G120pp	0.5
PLIPA1A141pp	0.5
PLIPA2E140pp	0.5
PLIPA1G140pp	0.5
PLIPA1A160pp	0.5
PLIPA2E160pp	0.5
PLIPA1A161pp	0.5
PLIPA1G141pp	0.5
PLIPA1A180pp	0.5
PLIPA2E141pp	0.5
PLIPA1G160pp	0.5
PLIPA2E161pp	0.5
PLIPA1G161pp	0.5
PLIPA1G180pp	0.5
PLIPA1G181pp	0.5
INDOLEt2pp	0.5
PMDPHT	0.5
INDOLEt2rpp	0.5
PNTK	0.5
INS2D	0.5
PNTOt4pp	0.5
NADHNQR	0.5
POX	0.5
IPDDI	0.5
PPA2	0.5
PPA	0.5
OMCDC	0.5
IPMD	0.5
IPPMIb	0.5
IPPMIa	0.5
NADK	0.5
IPPS	0.5
NADPHQR3	0.5
NADPHQR4	0.5
NADPHQR2	0.5
IZPN	0.5
PROt4pp	0.5
PPAt4pp	0.5
NADS1	0.5
ACACT11	0.5
ACACT10	0.5
ACACT9	0.5
KAT1	0.5
ACACT8r	0.5
ACACT12	0.5
ACACT13	0.5
ACACT8	0.5
THD2pp	0.5
NADTRHD	0.5
PPBNGS	0.5
PPC	0.5
KDOCT2	0.5
NAMNPP	0.5
PPCDC	0.5
PPNCL2	0.5
KDOPP	0.5
NAt3_1p5pp	0.5
PPCK	0.5
KDOPS	0.5
PPK	0.5
PPK2	0.5
NAt3_2pp	0.5
KG6PDC	0.5
PPM	0.5
PPM2	0.5
Kabcpp	0.5
NH4tpp	0.5
NHFRBO	0.5
PPPGO	0.5
PPPGO3	0.5
PPPNt2rpp	0.5
Kt2pp	0.5
TRSARr	0.5
PPRDNDH	0.5
PPS	0.5
PPTHpp	0.5
NMNAT	0.5
NNATr	0.5
PRAGSr	0.5
PRAIS	0.5
NMNPtpp	0.5
NNAM	0.5
PRATPP	0.5
PRAMPC	0.5
L_LACD3	0.5
L_LACD2	0.5
NNDMBRT	0.5
LA4NTpp	0.5
NNDPR	0.5
PRASCSi	0.5
LACZ	0.5
PRFGS	0.5
PRMICI	0.5
LACZpp	0.5
NO2t2rpp	0.5
NO3t7pp	0.5
LADGMDH	0.5
NO3R2pp	0.5
NO3R1pp	0.5
PROTRS	0.5
LCARS	0.5
LCARR	0.5
PRPPS	0.5
PSCVT	0.5
PSD160	0.5
PSD141	0.5
PSD180	0.5
PSD120	0.5
PSD181	0.5
PSD140	0.5
PSD161	0.5
LCTStpp	0.5
PSP_L	0.5
LDH_D	0.5
PSSA160	0.5
PSSA181	0.5
PSSA141	0.5
PSSA161	0.5
PSSA120	0.5
PSSA180	0.5
PSSA140	0.5
LDH_D2	0.5
PTAr	0.5
PTA2	0.5
LEUTRS	0.5
LGTHL	0.5
PTPATi	0.5
NODOy	0.5
NODOx	0.5
LIPAHTex	0.5
LIPAHT2ex	0.5
LPADSS	0.5
LPLIPAL1G161pp	0.5
LPLIPAL1A181pp	0.5
LPLIPAL1G181pp	0.5
LPLIPAL1E140pp	0.5
LPLIPAL1A180pp	0.5
LPLIPAL1E141pp	0.5
LPLIPAL1A161pp	0.5
LPLIPAL1E181pp	0.5
LPLIPAL1G141pp	0.5
LPLIPAL1A141pp	0.5
LPLIPAL1E161pp	0.5
LPLIPAL1G180pp	0.5
LPLIPAL1A120pp	0.5
LPLIPAL1A160pp	0.5
LPLIPAL1E160pp	0.5
LPLIPAL1E120pp	0.5
LPLIPAL1G120pp	0.5
LPLIPAL1E180pp	0.5
LPLIPAL1G160pp	0.5
LPLIPAL1G140pp	0.5
LPLIPAL1A140pp	0.5
NPHS	0.5
NTD12	0.5
NTD3	0.5
NTD5	0.5
NTD6	0.5
NTD8	0.5
NTD1	0.5
PTRCTA	0.5
SPMDabcpp	0.5
PTRCabcpp	0.5
LPLIPAL2ATE140	0.5
LPLIPAL2ATG141	0.5
LPLIPAL2ATG160	0.5
LPLIPAL2ATE180	0.5
LPLIPAL2A180	0.5
LPLIPAL2E161	0.5
LPLIPAL2ATG140	0.5
LPLIPAL2ATG181	0.5
LPLIPAL2E181	0.5
LPLIPAL2G120	0.5
LPLIPAL2ATE160	0.5
LPLIPAL2A160	0.5
LPLIPAL2ATG120	0.5
LPLIPAL2G141	0.5
LPLIPAL2ATE181	0.5
LPLIPAL2G161	0.5
LPLIPAL2G140	0.5
LPLIPAL2E140	0.5
LPLIPAL2E120	0.5
LPLIPAL2A140	0.5
LPLIPAL2E141	0.5
LPLIPAL2A141	0.5
LPLIPAL2G181	0.5
LPLIPAL2G160	0.5
LPLIPAL2ATE120	0.5
LPLIPAL2ATG161	0.5
LPLIPAL2G180	0.5
LPLIPAL2A120	0.5
LPLIPAL2ATE161	0.5
LPLIPAL2A181	0.5
LPLIPAL2ATG180	0.5
LPLIPAL2E180	0.5
LPLIPAL2E160	0.5
LPLIPAL2A161	0.5
LPLIPAL2ATE141	0.5
LYSDC	0.5
NTD2	0.5
NTD9	0.5
NTD7	0.5
NTD4	0.5
NTD11	0.5
NTD10	0.5
THRD	0.5
UDPGALPpp	0.5
UACGALPpp	0.5
UGLCURPpp	0.5
UACGAMPpp	0.5
UDPGPpp	0.5
NTP1	0.5
NTP10	0.5
NTP5	0.5
NTP3	0.5
NTP12	0.5
NTP11	0.5
THRD_L	0.5
NTPP4	0.5
NTPP8	0.5
NTPP6	0.5
NTPP9	0.5
NTPP10	0.5
NTPP11	0.5
THRTRS	0.5
NTRIR2x	0.5
TMPK	0.5
OAADC	0.5
PTRCt2pp	0.5
PYDAMK	0.5
PYDXK	0.5
PYDXNK	0.5
OBTFL	0.5
PFL	0.5
PYNP2r	0.5
TKT2	0.5
TKT1	0.5
QMO2	0.5
QMO3	0.5
QULNS	0.5
OCBT	0.5
TMDS	0.5
OCTDPS	0.5
TMK	0.5
OHEDH	0.5
R15BPK	0.5
TMN	0.5
RBFSa	0.5
RBFSb	0.5
OHPBAT	0.5
PSERT	0.5
OMMBLHX	0.5
TMPPP	0.5
OMPDC	0.5
RBK	0.5
TPI	0.5
RBK_Dr	0.5
OMPHHX	0.5
TPRDCOAS	0.5
OP4ENH	0.5
RBK_L1	0.5
XYLK2	0.5
TRE6PH	0.5
RBP4E	0.5
OPHBDC	0.5
TRE6PS	0.5
TREH	0.5
RBTDG	0.5
OPHHX	0.5
OPTCCL	0.5
TREHpp	0.5
ORNDC	0.5
ORPT	0.5
RHCCE	0.5
RIBabcpp	0.5
SHCHCS2	0.5
OXGDC2	0.5
TRPS1	0.5
TRPS3	0.5
TRPS2	0.5
OXOAEL	0.5
SSALy	0.5
SSALx	0.5
OXPTNDH	0.5
TRPTRS	0.5
TYRTRS	0.5
P5CD	0.5
PROD2	0.5
RMK	0.5
RMPA	0.5
U23GAAT	0.5
P5CR	0.5
UAAGDS	0.5
PACCOAL	0.5
UACMAMO	0.5
PANTS	0.5
UAG2E	0.5
PAPA140	0.5
UDCPDP	0.5
UDCPDPpp	0.5
PAPA140pp	0.5
PAPA180pp	0.5
PAPA180	0.5
PAPA161	0.5
PAPA141	0.5
PAPA181	0.5
PAPA161pp	0.5
PAPA120	0.5
PAPA141pp	0.5
PAPA160pp	0.5
PAPA120pp	0.5
PAPA160	0.5
PAPA181pp	0.5
UAGAAT	0.5
PAPPT3	0.5
UAGCVT	0.5
UAGPT3	0.5
UAMAGS	0.5
UAMAS	0.5
UAPGR	0.5
RPE	0.5
PDE1	0.5
RZ5PP	0.5
UDCPDPS	0.5
Rbtt2	0.5
UDPG4E	0.5
S7PI	0.5
UDPGD	0.5
ULA4NFT	0.5
UDPGDC	0.5
SADH	0.5
PDX5POi	0.5
PYAM5PO	0.5
UDPKAAT	0.5
PDX5PS	0.5
UGLT	0.5
UGLYCH	0.5
PERD	0.5
SADT2	0.5
SBTPD	0.5
UGMDDS	0.5
PETNT181pp	0.5
PETNT161pp	0.5
UHGADA	0.5
PFK	0.5
PFK_2	0.5
UM3PL	0.5
UM4PL	0.5
SDPDS	0.5
URIDK2r	0.5
PGAMT	0.5
UPLA4FNT	0.5
PGCD	0.5
SELCYSS	0.5
UPP3MT	0.5
UPP3S	0.5
UPPDC1	0.5
UPPRT	0.5
SELNPS	0.5
URAt2pp_copy1	0.5
SERASr	0.5
URAt2pp_copy2	0.5
SERAT	0.5
URCN	0.5
SERD_D	0.5
UREA	0.5
SERD_L	0.5
URIC	0.5
SERTRS	0.5
SERTRS2	0.5
SERt2rpp	0.5
THRt2rpp	0.5
USHD	0.5
VALTRS	0.5
VPAMTr	0.5
THRt4pp	0.5
SERt4pp	0.5
X5PL3E	0.5
SFGTHi	0.5
XAND	0.5
SGDS	0.5
XYLI2	0.5
XYLI1	0.5
SGSAD	0.5
SHCHCC	0.5
XYLabcpp	0.5
SHCHF	0.5
SHCHD2	0.5
SHK3Dr	0.5
XYLt2pp	0.5
ZNabcpp	0.5
SHKK	0.5
ABTpp2	0.5
SHSL1	0.5
SKMt2pp	0.5
SPMDAT1	0.5
SPMDAT2	0.5
SPMS	0.5
SPODM	0.5
SPODMpp	0.5
SUCBZL	0.5
SUCBZS	0.5
SUCDi	0.5
SUCRtex	0.5
SUCptspp	0.5
TAGURr	0.5
TALA	0.5
TARTD	0.5
TARTRt7pp	0.5
TAUDO	0.5
TDPADGAT	0.5
TDPAGTA	0.5
TDPDRE	0.5
TDPDRR	0.5
TDPGDH	0.5
TDSK	0.5
TGBPA	0.5
THDPS	0.5
THMabcpp	0.5
EX_cd2_e	1.0
EX_cbi_e	1.0
EX_cbl1_e	1.0
12DGR120tipp	1.0
12DGR140tipp	1.0
12DGR141tipp	1.0
12DGR160tipp	1.0
12DGR161tipp	1.0
12DGR180tipp	1.0
12DGR181tipp	1.0
13PPDtex	1.0
13PPDtpp	1.0
23DAPPAt2pp	1.0
4PCPpp	1.0
ACLS_a	1.0
ACOLIPAtex	1.0
AGM4PCPpp	1.0
ACt2rpp	1.0
23DK5MPPISO	1.0
ALATA_L	1.0
ATPM	1.0
BLUB	1.0
BPNT	1.0
BTDD_RR	1.0
BTDt_RR	1.0
CELLBabc	1.0
CLIPAtex	1.0
CLPNH120pp	1.0
CLPNH140pp	1.0
CLPNH141pp	1.0
CLPNH160pp	1.0
CLPNH161pp	1.0
CLPNH180pp	1.0
CLPNH181pp	1.0
EX_cgly_e	1.0
CYRDAR2	1.0
CYRDAS	1.0
CYSabcpp	1.0
CYSDabcpp	1.0
APPLDHr	1.0
D5KGPA	1.0
DACTt3	1.0
DHAtpp	1.0
DHBSH	1.0
DAPAT	1.0
ARD_1	1.0
DKMPPD	1.0
DKMPPD3	1.0
DNMPPA	1.0
EX_cellb_e	1.0
2OH3K5MPPISO	1.0
ETOHt2rpp	1.0
FCLT	1.0
FE3abcpp	1.0
FECRMR3	1.0
FEENTERR3	1.0
HYPOE	1.0
INSTt2	1.0
K2L4Atex	1.0
MDRPD	1.0
MG2t3_2pp	1.0
NACtpp	1.0
NADN	1.0
NMNN	1.0
NMNt7pp	1.0
OPHHX3	1.0
PACALDt2rpp	1.0
PDX5PO2	1.0
PDXPP	1.0
EX_chol_e	1.0
PHEMEtiex	1.0
PMANM	1.0
PPALtpp	1.0
PYDXPP	1.0
PYRt2rpp	1.0
R1PK	1.0
SUCCt3pp	1.0
THYMt3pp	1.0
EX_ca2_e	1.0
ULA4Ntppi	1.0
UNK3	1.0
UPLA4FNF	1.0
UDCPPtppi	1.0
EX_12ppd__S_e	1.0
EX_13ppd_e	1.0
EX_14glucan_e	1.0
EX_15dap_e	1.0
EX_23camp_e	1.0
EX_23ccmp_e	1.0
EX_23cgmp_e	1.0
EX_cit_e	1.0
EX_cl_e	1.0
EX_23cump_e	1.0
EX_23dappa_e	1.0
EX_26dap__M_e	1.0
EX_2ddglcn_e	1.0
EX_cmp_e	1.0
EX_co2_e	1.0
EX_34dhpac_e	1.0
EX_glyc2p_e	1.0
EX_3amp_e	1.0
EX_3cmp_e	1.0
EX_3gmp_e	1.0
EX_3hcinnm_e	1.0
EX_3hpppn_e	1.0
EX_cobalt2_e	1.0
EX_colipa_e	1.0
EX_crn_e	1.0
EX_csn_e	1.0
EX_cu_e	1.0
EX_cu2_e	1.0
EX_cyan_e	1.0
EX_cynt_e	1.0
EX_3ump_e	1.0
EX_4abut_e	1.0
EX_glyc3p_e	1.0
EX_4hoxpacd_e	1.0
EX_cys__D_e	1.0
EX_cys__L_e	1.0
EX_cytd_e	1.0
EX_glyclt_e	1.0
EX_dad_2_e	1.0
EX_4hphac_e	1.0
EX_gmp_e	1.0
EX_5dglcn_e	1.0
EX_damp_e	1.0
EX_dca_e	1.0
EX_LalaDgluMdap_e	1.0
EX_dcmp_e	1.0
EX_gsn_e	1.0
EX_dcyt_e	1.0
EX_ddca_e	1.0
EX_dgmp_e	1.0
EX_dgsn_e	1.0
EX_LalaDgluMdapDala_e	1.0
EX_abt__D_e	1.0
EX_ac_e	1.0
EX_acald_e	1.0
EX_acgal_e	1.0
EX_acgal1p_e	1.0
EX_dha_e	1.0
EX_gthox_e	1.0
EX_diact_e	1.0
EX_dimp_e	1.0
EX_acgam_e	1.0
EX_acgam1p_e	1.0
EX_din_e	1.0
EX_acmana_e	1.0
EX_gthrd_e	1.0
EX_acmum_e	1.0
EX_dms_e	1.0
EX_dmso_e	1.0
EX_acolipa_e	1.0
EX_dopa_e	1.0
EX_gtp_e	1.0
EX_dtmp_e	1.0
EX_acser_e	1.0
EX_dump_e	1.0
EX_ade_e	1.0
EX_gua_e	1.0
EX_adn_e	1.0
EX_adocbl_e	1.0
EX_duri_e	1.0
EX_etha_e	1.0
EX_ethso3_e	1.0
EX_ag_e	1.0
EX_etoh_e	1.0
EX_h_e	1.0
EX_f6p_e	1.0
EX_fald_e	1.0
EX_agm_e	1.0
EX_akg_e	1.0
EX_ala_B_e	1.0
EX_ala__D_e	1.0
EX_ala__L_e	1.0
EX_alaala_e	1.0
EX_fe2_e	1.0
EX_fe3_e	1.0
EX_fe3dhbzs_e	1.0
EX_fe3hox_e	1.0
EX_fecrm_e	1.0
EX_all__D_e	1.0
EX_amp_e	1.0
EX_feenter_e	1.0
EX_anhgm_e	1.0
EX_feoxam_e	1.0
EX_arab__L_e	1.0
EX_h2_e	1.0
EX_arg__L_e	1.0
EX_for_e	1.0
EX_ascb__L_e	1.0
EX_fru_e	1.0
EX_h2o_e	1.0
EX_frulys_e	1.0
EX_asn__L_e	1.0
EX_aso3_e	1.0
EX_h2o2_e	1.0
EX_asp__L_e	1.0
EX_fruur_e	1.0
EX_fuc__L_e	1.0
EX_btd_RR_e	1.0
EX_h2s_e	1.0
EX_but_e	1.0
EX_fum_e	1.0
EX_g1p_e	1.0
EX_butso3_e	1.0
EX_hacolipa_e	1.0
EX_bz_e	1.0
EX_g3pc_e	1.0
EX_g3pe_e	1.0
EX_halipa_e	1.0
EX_g3pg_e	1.0
EX_g3pi_e	1.0
EX_g3ps_e	1.0
EX_pi_e	1.0
EX_pnto__R_e	1.0
EX_g6p_e	1.0
EX_ppa_e	1.0
EX_gal_e	1.0
EX_hdca_e	1.0
EX_gal_bD_e	1.0
EX_ppal_e	1.0
EX_pppn_e	1.0
EX_ppt_e	1.0
EX_gal1p_e	1.0
EX_hdcea_e	1.0
EX_galct__D_e	1.0
EX_galctn__D_e	1.0
EX_galctn__L_e	1.0
EX_galt_e	1.0
EX_pro__L_e	1.0
EX_progly_e	1.0
EX_psclys_e	1.0
EX_pser__L_e	1.0
EX_galur_e	1.0
EX_gam_e	1.0
EX_ptrc_e	1.0
EX_hg2_e	1.0
EX_pyr_e	1.0
EX_r5p_e	1.0
EX_gam6p_e	1.0
EX_gdp_e	1.0
EX_rbt_e	1.0
EX_his__L_e	1.0
EX_rib__D_e	1.0
EX_rmn_e	1.0
EX_glc__D_e	1.0
EX_glcn_e	1.0
EX_glcr_e	1.0
EX_sbt__D_e	1.0
EX_glcur_e	1.0
EX_hom__L_e	1.0
EX_glcur1p_e	1.0
EX_gln__L_e	1.0
EX_glu__L_e	1.0
EX_gly_e	1.0
EX_ser__D_e	1.0
EX_ser__L_e	1.0
EX_skm_e	1.0
EX_so2_e	1.0
EX_so3_e	1.0
EX_so4_e	1.0
EX_glyald_e	1.0
EX_glyb_e	1.0
EX_spmd_e	1.0
EX_hxa_e	1.0
EX_succ_e	1.0
EX_sucr_e	1.0
EX_sulfac_e	1.0
EX_glyc_e	1.0
EX_glyc__R_e	1.0
EX_hxan_e	1.0
EX_tartr__L_e	1.0
EX_taur_e	1.0
EX_tcynt_e	1.0
EX_idon__L_e	1.0
EX_thm_e	1.0
EX_thr__L_e	1.0
EX_ile__L_e	1.0
EX_thrp_e	1.0
EX_thym_e	1.0
EX_imp_e	1.0
EX_thymd_e	1.0
EX_indole_e	1.0
EX_tma_e	1.0
EX_tmao_e	1.0
EX_tre_e	1.0
EX_inost_e	1.0
EX_trp__L_e	1.0
EX_tsul_e	1.0
EX_ins_e	1.0
EX_ttdca_e	1.0
EX_ttdcea_e	1.0
EX_isetac_e	1.0
EX_tungs_e	1.0
EX_tym_e	1.0
EX_tyr__L_e	1.0
EX_tyrp_e	1.0
EX_uacgam_e	1.0
EX_udpacgal_e	1.0
EX_k_e	1.0
EX_udpg_e	1.0
EX_udpgal_e	1.0
EX_kdo2lipid4_e	1.0
EX_udpglcur_e	1.0
EX_ump_e	1.0
EX_lac__D_e	1.0
EX_ura_e	1.0
EX_urea_e	1.0
EX_lac__L_e	1.0
EX_uri_e	1.0
EX_val__L_e	1.0
EX_lcts_e	1.0
EX_xan_e	1.0
EX_xmp_e	1.0
EX_xtsn_e	1.0
EX_leu__L_e	1.0
EX_xyl__D_e	1.0
EX_xylu__L_e	1.0
EX_lipa_e	1.0
EX_zn2_e	1.0
EX_lipa_cold_e	1.0
BIOMASS_	1.0
EX_lys__L_e	1.0
SK_dna_c	1.0
EX_lyx__L_e	1.0
SK_dna5mtc_c	1.0
EX_mal__D_e	1.0
EX_mal__L_e	1.0
EX_malt_e	1.0
EX_malthx_e	1.0
EX_maltpt_e	1.0
EX_malttr_e	1.0
EX_maltttr_e	1.0
EX_man_e	1.0
EX_man6p_e	1.0
EX_manglyc_e	1.0
EX_melib_e	1.0
EX_met__D_e	1.0
EX_met__L_e	1.0
EX_metsox_R__L_e	1.0
EX_metsox_S__L_e	1.0
EX_mg2_e	1.0
EX_mmet_e	1.0
EX_mn2_e	1.0
EX_mnl_e	1.0
EX_mobd_e	1.0
EX_mso3_e	1.0
EX_n2o_e	1.0
EX_na1_e	1.0
EX_nac_e	1.0
EX_nh4_e	1.0
EX_ni2_e	1.0
EX_nmn_e	1.0
EX_no_e	1.0
EX_no2_e	1.0
EX_no3_e	1.0
EX_o2_e	1.0
EX_o2s_e	1.0
EX_ocdca_e	1.0
EX_ocdcea_e	1.0
EX_octa_e	1.0
EX_orn_e	1.0
EX_orot_e	1.0
EX_pacald_e	1.0
EX_peamn_e	1.0
EX_phe__L_e	1.0
EX_pheme_e	1.0
