reaction	linear_coefficient
G5SD	1.0
G6PDA	1.0
GSPMDS	1.0
GSPMDA	1.0
G6PDH2r	1.0
GALCTD	1.0
MDH	1.0
GTHOr	1.0
MDH3	1.0
MDH2	1.0
GTHRDHpp	1.0
GALCTND	1.0
GTHRDabcpp	1.0
ME1	1.0
ME2	1.0
GALCTNLt2pp	1.0
GALCTNt2pp	1.0
MECDPDH2	1.0
GTHS	1.0
GLCRt2rpp	1.0
GALCTt2rpp	1.0
GLYCAt2rpp	1.0
GTPCI	1.0
MECDPS	1.0
GTPCII2	1.0
MELIBt2pp	1.0
MEPCT	1.0
GALKr	1.0
GTPDPDP	1.0
GALM2pp	1.0
METAT	1.0
GUAD	1.0
GUAPRT	1.0
XPPT	1.0
HXPRT	1.0
METDabcpp	1.0
METabcpp	1.0
MLTG3	1.0
MLTG1	1.0
GALS3	1.0
MLTG2	1.0
MLTG4	1.0
MLTG5	1.0
GUAtpp	1.0
METS	1.0
GUI1	1.0
GUI2	1.0
H2Otpp	1.0
HADPCOADH	1.0
HBZOPT	1.0
METTRS	1.0
HCINNMt2rpp	1.0
HPPPNt2rpp	1.0
NI2uabcpp	1.0
MG2uabcpp	1.0
MGSA	1.0
MI1PP	1.0
GALURt2rpp	1.0
GLCURt2rpp	1.0
GALUi	1.0
HCO3E	1.0
GALabcpp	1.0
GLCabcpp	1.0
MLTGY4pp	1.0
MLTGY1pp	1.0
MLTGY3pp	1.0
MLTGY2pp	1.0
HCYSMT2	1.0
HCYSMT	1.0
HEMEOS	1.0
GLCt2pp	1.0
GALt2pp	1.0
HEPT1	1.0
GAPD	1.0
GARFT	1.0
HEPT2	1.0
HEPT3	1.0
HETZK	1.0
GCALDD	1.0
LCADi	1.0
HEX1	1.0
GDPDPK	1.0
PPGPPDP	1.0
MMETt2pp	1.0
HEX7	1.0
MMSAD2	1.0
GTPDPK	1.0
GDPMNP	1.0
MMSAD3	1.0
HHDDI	1.0
HISDr	1.0
HISTD	1.0
MNNH	1.0
IGPDH	1.0
HISTP	1.0
HISTRS	1.0
MOAT	1.0
MOAT2	1.0
TSULabcpp	1.0
MOBDabcpp	1.0
SULabcpp	1.0
PGI	1.0
HISt2rpp	1.0
TRPt2rpp	1.0
PGK	1.0
HKNDDH	1.0
HKNTDH	1.0
PGL	1.0
HMBS	1.0
PGLYCP	1.0
PGM	1.0
TUNGSabcpp	1.0
HMPK1	1.0
PMPK	1.0
HOMt2pp	1.0
PGMT	1.0
THRt2pp	1.0
HOPNTAL	1.0
HPA3MO	1.0
PGPP181	1.0
PGPP160pp	1.0
PGPP181pp	1.0
PGPP161	1.0
PGPP141	1.0
PGPP120	1.0
PGPP161pp	1.0
PGPP120pp	1.0
PGPP180	1.0
PGPP141pp	1.0
PGPP140	1.0
PGPP140pp	1.0
PGPP180pp	1.0
PGPP160	1.0
MOHMT	1.0
MTHFD	1.0
MTHFC	1.0
PGSA180	1.0
PGSA140	1.0
PGSA161	1.0
PGSA120	1.0
PGSA141	1.0
PGSA181	1.0
PGSA160	1.0
PHACOAOR	1.0
HPACt2r	1.0
MTHFR2	1.0
HPPK2	1.0
HSK	1.0
HSST	1.0
MTRI	1.0
MTRK	1.0
HSTPT	1.0
SARCOX	1.0
MTRPOX	1.0
PHEMEabcpp	1.0
ICDHyr	1.0
MUCCYCI	1.0
ICHORS_copy1	1.0
MUCLI	1.0
NADDP	1.0
ICHORS_copy2	1.0
PHETRS	1.0
NADH9	1.0
NADH5	1.0
NADH10	1.0
ICHORT	1.0
ICL	1.0
NADH18pp	1.0
NADH17pp	1.0
NADH16pp	1.0
IG3PS	1.0
PIt2rpp	1.0
PIuabcpp	1.0
PRAIi	1.0
IGPS	1.0
VALTA	1.0
ILETA	1.0
ILETRS	1.0
ILEt2rpp	1.0
VALt2rpp	1.0
LEUt2rpp	1.0
IMPD	1.0
PLIPA2G181pp	1.0
PLIPA2A120pp	1.0
PLIPA1E140pp	1.0
PLIPA2A141pp	1.0
PLIPA2E180pp	1.0
PLIPA2A140pp	1.0
PLIPA1A181pp	1.0
PLIPA2E181pp	1.0
PLIPA1E120pp	1.0
PLIPA2A161pp	1.0
PLIPA2G120pp	1.0
PLIPA1E141pp	1.0
PLIPA1E160pp	1.0
PLIPA2A160pp	1.0
PLIPA2G140pp	1.0
PLIPA2G161pp	1.0
PLIPA2A180pp	1.0
PLIPA2G141pp	1.0
PLIPA1A120pp	1.0
PLIPA2G160pp	1.0
PLIPA1A140pp	1.0
PLIPA1E161pp	1.0
PLIPA2E120pp	1.0
PLIPA1E180pp	1.0
PLIPA1E181pp	1.0
PLIPA2A181pp	1.0
PLIPA2G180pp	1.0
PLIPA1G120pp	1.0
PLIPA1A141pp	1.0
PLIPA2E140pp	1.0
PLIPA1G140pp	1.0
PLIPA1A160pp	1.0
PLIPA2E160pp	1.0
PLIPA1A161pp	1.0
PLIPA1G141pp	1.0
PLIPA1A180pp	1.0
PLIPA2E141pp	1.0
PLIPA1G160pp	1.0
PLIPA2E161pp	1.0
PLIPA1G161pp	1.0
PLIPA1G180pp	1.0
PLIPA1G181pp	1.0
INDOLEt2pp	1.0
PMDPHT	1.0
INDOLEt2rpp	1.0
PNTK	1.0
INS2D	1.0
PNTOt4pp	1.0
NADHNQR	1.0
POX	1.0
IPDDI	1.0
PPA2	1.0
PPA	1.0
OMCDC	1.0
IPMD	1.0
IPPMIb	1.0
IPPMIa	1.0
NADK	1.0
IPPS	1.0
NADPHQR3	1.0
NADPHQR4	1.0
NADPHQR2	1.0
IZPN	1.0
PROt4pp	1.0
PPAt4pp	1.0
NADS1	1.0
ACACT11	1.0
ACACT10	1.0
ACACT9	1.0
KAT1	1.0
ACACT8r	1.0
ACACT12	1.0
ACACT13	1.0
ACACT8	1.0
THD2pp	1.0
NADTRHD	1.0
PPBNGS	1.0
PPC	1.0
KDOCT2	1.0
NAMNPP	1.0
PPCDC	1.0
PPNCL2	1.0
KDOPP	1.0
NAt3_1p5pp	1.0
PPCK	1.0
KDOPS	1.0
PPK	1.0
PPK2	1.0
NAt3_2pp	1.0
KG6PDC	1.0
PPM	1.0
PPM2	1.0
Kabcpp	1.0
NH4tpp	1.0
NHFRBO	1.0
PPPGO	1.0
PPPGO3	1.0
PPPNt2rpp	1.0
Kt2pp	1.0
TRSARr	1.0
PPRDNDH	1.0
PPS	1.0
PPTHpp	1.0
NMNAT	1.0
NNATr	1.0
PRAGSr	1.0
PRAIS	1.0
NMNPtpp	1.0
NNAM	1.0
PRATPP	1.0
PRAMPC	1.0
L_LACD3	1.0
L_LACD2	1.0
NNDMBRT	1.0
LA4NTpp	1.0
NNDPR	1.0
PRASCSi	1.0
LACZ	1.0
PRFGS	1.0
PRMICI	1.0
LACZpp	1.0
NO2t2rpp	1.0
NO3t7pp	1.0
LADGMDH	1.0
NO3R2pp	1.0
NO3R1pp	1.0
PROTRS	1.0
LCARS	1.0
LCARR	1.0
PRPPS	1.0
PSCVT	1.0
PSD160	1.0
PSD141	1.0
PSD180	1.0
PSD120	1.0
PSD181	1.0
PSD140	1.0
PSD161	1.0
LCTStpp	1.0
PSP_L	1.0
LDH_D	1.0
PSSA160	1.0
PSSA181	1.0
PSSA141	1.0
PSSA161	1.0
PSSA120	1.0
PSSA180	1.0
PSSA140	1.0
LDH_D2	1.0
PTAr	1.0
PTA2	1.0
LEUTRS	1.0
LGTHL	1.0
PTPATi	1.0
NODOy	1.0
NODOx	1.0
LIPAHTex	1.0
LIPAHT2ex	1.0
LPADSS	1.0
LPLIPAL1G161pp	1.0
LPLIPAL1A181pp	1.0
LPLIPAL1G181pp	1.0
LPLIPAL1E140pp	1.0
LPLIPAL1A180pp	1.0
LPLIPAL1E141pp	1.0
LPLIPAL1A161pp	1.0
LPLIPAL1E181pp	1.0
LPLIPAL1G141pp	1.0
LPLIPAL1A141pp	1.0
LPLIPAL1E161pp	1.0
LPLIPAL1G180pp	1.0
LPLIPAL1A120pp	1.0
LPLIPAL1A160pp	1.0
LPLIPAL1E160pp	1.0
LPLIPAL1E120pp	1.0
LPLIPAL1G120pp	1.0
LPLIPAL1E180pp	1.0
LPLIPAL1G160pp	1.0
LPLIPAL1G140pp	1.0
LPLIPAL1A140pp	1.0
NPHS	1.0
NTD12	1.0
NTD3	1.0
NTD5	1.0
NTD6	1.0
NTD8	1.0
NTD1	1.0
PTRCTA	1.0
SPMDabcpp	1.0
PTRCabcpp	1.0
LPLIPAL2ATE140	1.0
LPLIPAL2ATG141	1.0
LPLIPAL2ATG160	1.0
LPLIPAL2ATE180	1.0
LPLIPAL2A180	1.0
LPLIPAL2E161	1.0
LPLIPAL2ATG140	1.0
LPLIPAL2ATG181	1.0
LPLIPAL2E181	1.0
LPLIPAL2G120	1.0
LPLIPAL2ATE160	1.0
LPLIPAL2A160	1.0
LPLIPAL2ATG120	1.0
LPLIPAL2G141	1.0
LPLIPAL2ATE181	1.0
LPLIPAL2G161	1.0
LPLIPAL2G140	1.0
LPLIPAL2E140	1.0
LPLIPAL2E120	1.0
LPLIPAL2A140	1.0
LPLIPAL2E141	1.0
LPLIPAL2A141	1.0
LPLIPAL2G181	1.0
LPLIPAL2G160	1.0
LPLIPAL2ATE120	1.0
LPLIPAL2ATG161	1.0
LPLIPAL2G180	1.0
LPLIPAL2A120	1.0
LPLIPAL2ATE161	1.0
LPLIPAL2A181	1.0
LPLIPAL2ATG180	1.0
LPLIPAL2E180	1.0
LPLIPAL2E160	1.0
LPLIPAL2A161	1.0
LPLIPAL2ATE141	1.0
LYSDC	1.0
NTD2	1.0
NTD9	1.0
NTD7	1.0
NTD4	1.0
NTD11	1.0
NTD10	1.0
THRD	1.0
UDPGALPpp	1.0
UACGALPpp	1.0
UGLCURPpp	1.0
UACGAMPpp	1.0
UDPGPpp	1.0
NTP1	1.0
NTP10	1.0
NTP5	1.0
NTP3	1.0
NTP12	1.0
NTP11	1.0
THRD_L	1.0
NTPP4	1.0
NTPP8	1.0
NTPP6	1.0
NTPP9	1.0
NTPP10	1.0
NTPP11	1.0
THRTRS	1.0
NTRIR2x	1.0
TMPK	1.0
OAADC	1.0
PTRCt2pp	1.0
PYDAMK	1.0
PYDXK	1.0
PYDXNK	1.0
OBTFL	1.0
PFL	1.0
PYNP2r	1.0
TKT2	1.0
TKT1	1.0
QMO2	1.0
QMO3	1.0
QULNS	1.0
OCBT	1.0
TMDS	1.0
OCTDPS	1.0
TMK	1.0
OHEDH	1.0
R15BPK	1.0
TMN	1.0
RBFSa	1.0
RBFSb	1.0
OHPBAT	1.0
PSERT	1.0
OMMBLHX	1.0
TMPPP	1.0
OMPDC	1.0
RBK	1.0
TPI	1.0
RBK_Dr	1.0
OMPHHX	1.0
TPRDCOAS	1.0
OP4ENH	1.0
RBK_L1	1.0
XYLK2	1.0
TRE6PH	1.0
RBP4E	1.0
OPHBDC	1.0
TRE6PS	1.0
TREH	1.0
RBTDG	1.0
OPHHX	1.0
OPTCCL	1.0
TREHpp	1.0
ORNDC	1.0
ORPT	1.0
RHCCE	1.0
RIBabcpp	1.0
SHCHCS2	1.0
OXGDC2	1.0
TRPS1	1.0
TRPS3	1.0
TRPS2	1.0
OXOAEL	1.0
SSALy	1.0
SSALx	1.0
OXPTNDH	1.0
TRPTRS	1.0
TYRTRS	1.0
P5CD	1.0
PROD2	1.0
RMK	1.0
RMPA	1.0
U23GAAT	1.0
P5CR	1.0
UAAGDS	1.0
PACCOAL	1.0
UACMAMO	1.0
PANTS	1.0
UAG2E	1.0
PAPA140	1.0
UDCPDP	1.0
UDCPDPpp	1.0
PAPA140pp	1.0
PAPA180pp	1.0
PAPA180	1.0
PAPA161	1.0
PAPA141	1.0
PAPA181	1.0
PAPA161pp	1.0
PAPA120	1.0
PAPA141pp	1.0
PAPA160pp	1.0
PAPA120pp	1.0
PAPA160	1.0
PAPA181pp	1.0
UAGAAT	1.0
PAPPT3	1.0
UAGCVT	1.0
UAGPT3	1.0
UAMAGS	1.0
UAMAS	1.0
UAPGR	1.0
RPE	1.0
PDE1	1.0
RZ5PP	1.0
UDCPDPS	1.0
Rbtt2	1.0
UDPG4E	1.0
S7PI	1.0
UDPGD	1.0
ULA4NFT	1.0
UDPGDC	1.0
SADH	1.0
PDX5POi	1.0
PYAM5PO	1.0
UDPKAAT	1.0
PDX5PS	1.0
UGLT	1.0
UGLYCH	1.0
PERD	1.0
SADT2	1.0
SBTPD	1.0
UGMDDS	1.0
PETNT181pp	1.0
PETNT161pp	1.0
UHGADA	1.0
PFK	1.0
PFK_2	1.0
UM3PL	1.0
UM4PL	1.0
SDPDS	1.0
URIDK2r	1.0
PGAMT	1.0
UPLA4FNT	1.0
PGCD	1.0
SELCYSS	1.0
UPP3MT	1.0
UPP3S	1.0
UPPDC1	1.0
UPPRT	1.0
SELNPS	1.0
URAt2pp_copy1	1.0
SERASr	1.0
URAt2pp_copy2	1.0
SERAT	1.0
URCN	1.0
SERD_D	1.0
UREA	1.0
SERD_L	1.0
URIC	1.0
SERTRS	1.0
SERTRS2	1.0
SERt2rpp	1.0
THRt2rpp	1.0
USHD	1.0
VALTRS	1.0
VPAMTr	1.0
THRt4pp	1.0
SERt4pp	1.0
X5PL3E	1.0
SFGTHi	1.0
XAND	1.0
SGDS	1.0
XYLI2	1.0
XYLI1	1.0
SGSAD	1.0
SHCHCC	1.0
XYLabcpp	1.0
SHCHF	1.0
SHCHD2	1.0
SHK3Dr	1.0
XYLt2pp	1.0
ZNabcpp	1.0
SHKK	1.0
ABTpp2	1.0
SHSL1	1.0
SKMt2pp	1.0
SPMDAT1	1.0
SPMDAT2	1.0
SPMS	1.0
SPODM	1.0
SPODMpp	1.0
SUCBZL	1.0
SUCBZS	1.0
SUCDi	1.0
SUCRtex	1.0
SUCptspp	1.0
TAGURr	1.0
TALA	1.0
TARTD	1.0
TARTRt7pp	1.0
TAUDO	1.0
TDPADGAT	1.0
TDPAGTA	1.0
TDPDRE	1.0
TDPDRR	1.0
TDPGDH	1.0
TDSK	1.0
TGBPA	1.0
THDPS	1.0
THMabcpp	1.0
EX_cd2_e	0.5
EX_cbi_e	0.5
EX_cbl1_e	0.5
12DGR120tipp	0.5
12DGR140tipp	0.5
12DGR141tipp	0.5
12DGR160tipp	0.5
12DGR161tipp	0.5
12DGR180tipp	0.5
12DGR181tipp	0.5
13PPDtex	0.5
13PPDtpp	0.5
23DAPPAt2pp	0.5
4PCPpp	0.5
ACLS_a	0.5
ACOLIPAtex	0.5
AGM4PCPpp	0.5
ACt2rpp	0.5
23DK5MPPISO	0.5
ALATA_L	0.5
ATPM	0.5
BLUB	0.5
BPNT	0.5
BTDD_RR	0.5
BTDt_RR	0.5
CELLBabc	0.5
CLIPAtex	0.5
CLPNH120pp	0.5
CLPNH140pp	0.5
CLPNH141pp	0.5
CLPNH160pp	0.5
CLPNH161pp	0.5
CLPNH180pp	0.5
CLPNH181pp	0.5
EX_cgly_e	0.5
CYRDAR2	0.5
CYRDAS	0.5
CYSabcpp	0.5
CYSDabcpp	0.5
APPLDHr	0.5
D5KGPA	0.5
DACTt3	0.5
DHAtpp	0.5
DHBSH	0.5
DAPAT	0.5
ARD_1	0.5
DKMPPD	0.5
DKMPPD3	0.5
DNMPPA	0.5
EX_cellb_e	0.5
2OH3K5MPPISO	0.5
ETOHt2rpp	0.5
FCLT	0.5
FE3abcpp	0.5
FECRMR3	0.5
FEENTERR3	0.5
HYPOE	0.5
INSTt2	0.5
K2L4Atex	0.5
MDRPD	0.5
MG2t3_2pp	0.5
NACtpp	0.5
NADN	0.5
NMNN	0.5
NMNt7pp	0.5
OPHHX3	0.5
PACALDt2rpp	0.5
PDX5PO2	0.5
PDXPP	0.5
EX_chol_e	0.5
PHEMEtiex	0.5
PMANM	0.5
PPALtpp	0.5
PYDXPP	0.5
PYRt2rpp	0.5
R1PK	0.5
SUCCt3pp	0.5
THYMt3pp	0.5
EX_ca2_e	0.5
ULA4Ntppi	0.5
UNK3	0.5
UPLA4FNF	0.5
UDCPPtppi	0.5
EX_12ppd__S_e	0.5
EX_13ppd_e	0.5
EX_14glucan_e	0.5
EX_15dap_e	0.5
EX_23camp_e	0.5
EX_23ccmp_e	0.5
EX_23cgmp_e	0.5
EX_cit_e	0.5
EX_cl_e	0.5
EX_23cump_e	0.5
EX_23dappa_e	0.5
EX_26dap__M_e	0.5
EX_2ddglcn_e	0.5
EX_cmp_e	0.5
EX_co2_e	0.5
EX_34dhpac_e	0.5
EX_glyc2p_e	0.5
EX_3amp_e	0.5
EX_3cmp_e	0.5
EX_3gmp_e	0.5
EX_3hcinnm_e	0.5
EX_3hpppn_e	0.5
EX_cobalt2_e	0.5
EX_colipa_e	0.5
EX_crn_e	0.5
EX_csn_e	0.5
EX_cu_e	0.5
EX_cu2_e	0.5
EX_cyan_e	0.5
EX_cynt_e	0.5
EX_3ump_e	0.5
EX_4abut_e	0.5
EX_glyc3p_e	0.5
EX_4hoxpacd_e	0.5
EX_cys__D_e	0.5
EX_cys__L_e	0.5
EX_cytd_e	0.5
EX_glyclt_e	0.5
EX_dad_2_e	0.5
EX_4hphac_e	0.5
EX_gmp_e	0.5
EX_5dglcn_e	0.5
EX_damp_e	0.5
EX_dca_e	0.5
EX_LalaDgluMdap_e	0.5
EX_dcmp_e	0.5
EX_gsn_e	0.5
EX_dcyt_e	0.5
EX_ddca_e	0.5
EX_dgmp_e	0.5
EX_dgsn_e	0.5
EX_LalaDgluMdapDala_e	0.5
EX_abt__D_e	0.5
EX_ac_e	0.5
EX_acald_e	0.5
EX_acgal_e	0.5
EX_acgal1p_e	0.5
EX_dha_e	0.5
EX_gthox_e	0.5
EX_diact_e	0.5
EX_dimp_e	0.5
EX_acgam_e	0.5
EX_acgam1p_e	0.5
EX_din_e	0.5
EX_acmana_e	0.5
EX_gthrd_e	0.5
EX_acmum_e	0.5
EX_dms_e	0.5
EX_dmso_e	0.5
EX_acolipa_e	0.5
EX_dopa_e	0.5
EX_gtp_e	0.5
EX_dtmp_e	0.5
EX_acser_e	0.5
EX_dump_e	0.5
EX_ade_e	0.5
EX_gua_e	0.5
EX_adn_e	0.5
EX_adocbl_e	0.5
EX_duri_e	0.5
EX_etha_e	0.5
EX_ethso3_e	0.5
EX_ag_e	0.5
EX_etoh_e	0.5
EX_h_e	0.5
EX_f6p_e	0.5
EX_fald_e	0.5
EX_agm_e	0.5
EX_akg_e	0.5
EX_ala_B_e	0.5
EX_ala__D_e	0.5
EX_ala__L_e	0.5
EX_alaala_e	0.5
EX_fe2_e	0.5
EX_fe3_e	0.5
EX_fe3dhbzs_e	0.5
EX_fe3hox_e	0.5
EX_fecrm_e	0.5
EX_all__D_e	0.5
EX_amp_e	0.5
EX_feenter_e	0.5
EX_anhgm_e	0.5
EX_feoxam_e	0.5
EX_arab__L_e	0.5
EX_h2_e	0.5
EX_arg__L_e	0.5
EX_for_e	0.5
EX_ascb__L_e	0.5
EX_fru_e	0.5
EX_h2o_e	0.5
EX_frulys_e	0.5
EX_asn__L_e	0.5
EX_aso3_e	0.5
EX_h2o2_e	0.5
EX_asp__L_e	0.5
EX_fruur_e	0.5
EX_fuc__L_e	0.5
EX_btd_RR_e	0.5
EX_h2s_e	0.5
EX_but_e	0.5
EX_fum_e	0.5
EX_g1p_e	0.5
EX_butso3_e	0.5
EX_hacolipa_e	0.5
EX_bz_e	0.5
EX_g3pc_e	0.5
EX_g3pe_e	0.5
EX_halipa_e	0.5
EX_g3pg_e	0.5
EX_g3pi_e	0.5
EX_g3ps_e	0.5
EX_pi_e	0.5
EX_pnto__R_e	0.5
EX_g6p_e	0.5
EX_ppa_e	0.5
EX_gal_e	0.5
EX_hdca_e	0.5
EX_gal_bD_e	0.5
EX_ppal_e	0.5
EX_pppn_e	0.5
EX_ppt_e	0.5
EX_gal1p_e	0.5
EX_hdcea_e	0.5
EX_galct__D_e	0.5
EX_galctn__D_e	0.5
EX_galctn__L_e	0.5
EX_galt_e	0.5
EX_pro__L_e	0.5
EX_progly_e	0.5
EX_psclys_e	0.5
EX_pser__L_e	0.5
EX_galur_e	0.5
EX_gam_e	0.5
EX_ptrc_e	0.5
EX_hg2_e	0.5
EX_pyr_e	0.5
EX_r5p_e	0.5
EX_gam6p_e	0.5
EX_gdp_e	0.5
EX_rbt_e	0.5
EX_his__L_e	0.5
EX_rib__D_e	0.5
EX_rmn_e	0.5
EX_glc__D_e	0.5
EX_glcn_e	0.5
EX_glcr_e	0.5
EX_sbt__D_e	0.5
EX_glcur_e	0.5
EX_hom__L_e	0.5
EX_glcur1p_e	0.5
EX_gln__L_e	0.5
EX_glu__L_e	0.5
EX_gly_e	0.5
EX_ser__D_e	0.5
EX_ser__L_e	0.5
EX_skm_e	0.5
EX_so2_e	0.5
EX_so3_e	0.5
EX_so4_e	0.5
EX_glyald_e	0.5
EX_glyb_e	0.5
EX_spmd_e	0.5
EX_hxa_e	0.5
EX_succ_e	0.5
EX_sucr_e	0.5
EX_sulfac_e	0.5
EX_glyc_e	0.5
EX_glyc__R_e	0.5
EX_hxan_e	0.5
EX_tartr__L_e	0.5
EX_taur_e	0.5
EX_tcynt_e	0.5
EX_idon__L_e	0.5
EX_thm_e	0.5
EX_thr__L_e	0.5
EX_ile__L_e	0.5
EX_thrp_e	0.5
EX_thym_e	0.5
EX_imp_e	0.5
EX_thymd_e	0.5
EX_indole_e	0.5
EX_tma_e	0.5
EX_tmao_e	0.5
EX_tre_e	0.5
EX_inost_e	0.5
EX_trp__L_e	0.5
EX_tsul_e	0.5
EX_ins_e	0.5
EX_ttdca_e	0.5
EX_ttdcea_e	0.5
EX_isetac_e	0.5
EX_tungs_e	0.5
EX_tym_e	0.5
EX_tyr__L_e	0.5
EX_tyrp_e	0.5
EX_uacgam_e	0.5
EX_udpacgal_e	0.5
EX_k_e	0.5
EX_udpg_e	0.5
EX_udpgal_e	0.5
EX_kdo2lipid4_e	0.5
EX_udpglcur_e	0.5
EX_ump_e	0.5
EX_lac__D_e	0.5
EX_ura_e	0.5
EX_urea_e	0.5
EX_lac__L_e	0.5
EX_uri_e	0.5
EX_val__L_e	0.5
EX_lcts_e	0.5
EX_xan_e	0.5
EX_xmp_e	0.5
EX_xtsn_e	0.5
EX_leu__L_e	0.5
EX_xyl__D_e	0.5
EX_xylu__L_e	0.5
EX_lipa_e	0.5
EX_zn2_e	0.5
EX_lipa_cold_e	0.5
BIOMASS_	0.5
EX_lys__L_e	0.5
SK_dna_c	0.5
EX_lyx__L_e	0.5
SK_dna5mtc_c	0.5
EX_mal__D_e	0.5
EX_mal__L_e	0.5
EX_malt_e	0.5
EX_malthx_e	0.5
EX_maltpt_e	0.5
EX_malttr_e	0.5
EX_maltttr_e	0.5
EX_man_e	0.5
EX_man6p_e	0.5
EX_manglyc_e	0.5
EX_melib_e	0.5
EX_met__D_e	0.5
EX_met__L_e	0.5
EX_metsox_R__L_e	0.5
EX_metsox_S__L_e	0.5
EX_mg2_e	0.5
EX_mmet_e	0.5
EX_mn2_e	0.5
EX_mnl_e	0.5
EX_mobd_e	0.5
EX_mso3_e	0.5
EX_n2o_e	0.5
EX_na1_e	0.5
EX_nac_e	0.5
EX_nh4_e	0.5
EX_ni2_e	0.5
EX_nmn_e	0.5
EX_no_e	0.5
EX_no2_e	0.5
EX_no3_e	0.5
EX_o2_e	0.5
EX_o2s_e	0.5
EX_ocdca_e	0.5
EX_ocdcea_e	0.5
EX_octa_e	0.5
EX_orn_e	0.5
EX_orot_e	0.5
EX_pacald_e	0.5
EX_peamn_e	0.5
EX_phe__L_e	0.5
EX_pheme_e	0.5
